OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_LOG,P12_RP,P12_RSECOCC,P12_LOGVAC,TX12_RSECOCC,TX12_LOGVAC,P12_PMEN,TMM12,P12_RP_PROP,P12_RP_LOC,P12_RP_LOCHLMV,P12_RP_GRAT,TX12_RP_PROP,TX12_RP_LOCHLM,SHAPE_Length,SHAPE_Area
224,750004155,75109,36,751093609,H,Rochechouart 9,50311.26808567,25834.09767856,41359.51367396,Paris,T1,751093609,751093609,75,00851,75109,Paris 9e Arrondissement,Rochechouart 9,H,00,1,8.00481260155,1445.00020232083,1106.41112939451,197.230579725327,141.358493200995,13.6491731564157,9.7825933154859,1874.42657854729,1.69415014794102,517.772588932465,526.28439422491,22.8441536596494,62.3541462371305,46.797485597946,2.06470750815305,1373.10870456186,80043.9787537721
225,750004152,75109,36,751093610,H,Rochechouart 10,38592.63765378,37288.75071013,37673.89324358,Paris,T1,751093610,751093610,75,00851,75109,Paris 9e Arrondissement,Rochechouart 10,H,00,1,4.83237841275,1599.000243369,1330.887052331,147.296535117198,120.816655920802,9.21178941204241,7.55576219714939,2443.92335614891,1.83631161778039,571.620249176081,689.550399962577,100.187617761457,69.7164031923438,42.9503201022888,7.52788281965642,902.274082697714,48321.3470004838
226,750004144,75110,37,751103701,H,Saint-Vincent de Paul 1,35969.18032012,35068.96595921,35558.60787652,Paris,T1,751103701,751103701,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 1,H,00,1,4.80079559578,1540.99542391226,1286.93749853254,70.0109834360324,184.046941943689,4.54323110566346,11.9433801741236,2095.98254595573,1.62865916048426,578.957704719838,651.309498624743,12.1593410309799,56.6702951879605,44.987243388277,0.944827627203722,1066.09836755233,48005.5338264832
227,750004160,75110,37,751103702,H,Saint-Vincent de Paul 2,36201.3678172,32041.86283158,35268.46313326,Paris,T1,751103702,751103702,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 2,H,00,1,5.52756077629,1398.49586638034,1162.50178028632,51.43416191013,184.559924183886,3.67782008846795,13.1970303681751,2349.90383676776,2.02141955962337,384.66440585782,714.940541071299,96.4262111715487,62.8968333572048,33.0893605825771,8.29471513994576,1149.48412114364,55272.6618734458
228,750004200,75110,37,751103703,H,Saint-Vincent de Paul 3,48004.78366271,40861.46999543,47830.54813592,Paris,T1,751103703,751103703,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 3,H,00,1,6.88975380568,1682.49469854555,1490.93306599891,69.0010999959074,122.560532550738,4.10111841990087,7.28445282215074,2689.07273908068,1.80361734567811,652.047498905196,780.334552438079,40.3420687505498,58.5510146556341,43.7341899361747,2.70582695297062,1121.70735708769,68893.4827883347
229,750004193,75110,37,751103704,H,Saint-Vincent de Paul 4,66674.31754691,52041.64594158,62063.37773923,Paris,T1,751103704,751103704,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 4,H,00,2,11.059603334,1662.99514559679,1365.20842212124,94.0356971470813,203.751026328471,5.65459841515864,12.2520517794627,2903.24398793026,2.12659396242168,592.627415335263,661.502199496537,40.1038855606279,111.07880728944,43.4092996887939,2.93756505679295,1423.85107358272,110589.62228143
230,750004186,75110,37,751103705,H,Saint-Vincent de Paul 5,48093.7691568,46821.08580324,48082.11413275,Paris,T1,751103705,751103705,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 5,H,00,1,6.8046166875,1609.49543460952,1283.92909969794,128.979903058711,196.586431852865,8.01368554922328,12.214165236235,2712.03494371915,2.11229338470262,642.475504684743,558.718884275339,0,82.7347107378577,50.039796187803,0,1215.79269770263,68042.2948696653
231,750004149,75110,37,751103706,H,Saint-Vincent de Paul 6,43756.19376218,35045.87872621,42936.29394968,Paris,T1,751103706,751103706,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 6,H,00,2,6.87226909898,1588.99534144592,1310.12958575443,88.2325335258382,190.633222165656,5.55272449355013,11.9970913188573,2669.40851478329,2.03751487166526,420.811210111391,840.634050143143,60.5360462190796,48.6843254998922,32.119815832498,4.62061515725717,1326.40281987795,68719.1101035271
232,750004165,75110,37,751103707,H,Saint-Vincent de Paul 7,65719.68025358,35347.27082715,65718.07127753,Paris,T1,751103707,751103707,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 7,H,00,1,8.19596714739,1431.99558177913,1242.54044886489,50.454072038401,139.001060875836,3.52333992369698,9.70680794302025,2897.44457527355,2.33187143156624,360.069039902225,839.353060925847,268.52424843928,43.1183480368231,28.9784562129274,21.6109060018599,1218.86062697913,81955.3281609192
233,750004141,75110,37,751103708,H,Saint-Vincent de Paul 8,19999.59080048,18667.47585649,18755.75639299,Paris,T1,751103708,751103708,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 8,H,00,1,3.23403928954,1170.49654034218,972.962852939917,46.9309042969857,150.602783105276,4.00948680149589,12.8665722549893,1901.37845511358,1.95421484938335,520.22377251899,403.250129789264,67.7958624771284,49.488950631663,53.4679994150933,6.96798056290387,731.997969251874,32338.8190430085
234,750004142,75110,37,751103709,H,Saint-Vincent de Paul 9,51919.37494215,28641.95395885,48564.80882639,Paris,T1,751103709,751103709,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 9,H,00,1,6.82068659563,1338.99608230544,1101.77695858633,58.5391757142118,178.679948004908,4.37187057436499,13.3443219413504,2231.94164792528,2.0257654060846,354.302482682405,706.744845414666,193.062303571925,40.7296304892538,32.1573690501756,17.5228118601827,1151.58849833874,68203.5371480213
235,750004192,75110,37,751103710,A,Saint-Vincent de Paul 10,101184.59169648,996.25870896,101040.56112098,Paris,T1,751103710,751103710,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 10,A,00,3,11.7272970922,,,,,,,,,,,,,,,1447.33545642876,117266.087375244
236,750004146,75110,37,751103711,A,Saint-Vincent de Paul 11,54676.2227123,1153.29763927,51988.76771277,Paris,T1,751103711,751103711,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 11,A,00,3,6.42270558278,49.1112987259188,49.1112987259188,0,0,0,0,150.607982759484,3.06666666666667,0,13.0963463269117,0,36.0149523990071,0,0,1058.27692966241,64223.8614453615
237,750004140,75110,37,751103712,A,Saint-Vincent de Paul 12,128415.89794969,11604.57603098,126269.15701654,Paris,T1,751103712,751103712,75,00851,75110,Paris 10e Arrondissement,Saint-Vincent de Paul 12,A,00,3,14.3446478114,355.515806697791,269.430807680373,26.4580492169814,59.6269498004371,7.44215832841217,16.7719546296076,630.687692045504,2.34081505925518,154.993729844848,103.248496769003,0,11.1885810665214,57.5263575755295,0,1573.10492543636,143439.060100885
238,750004243,75110,38,751103801,H,Porte Saint-Denis 1,33127.23320108,32604.22201838,32604.22201838,Paris,T1,751103801,751103801,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Denis 1,H,00,1,5.41645867052,1302.49593554259,1143.05121509047,65.6454913548341,93.7992290972841,5.03997667581877,7.20149879455933,2329.50963202168,2.03797485297918,447.235524972858,594.76113137793,0,101.054558739686,39.126464244864,0,1191.31603631957,54161.0392860026
239,750004297,75110,38,751103802,H,Porte Saint-Denis 2,33079.93776504,31111.72491845,32748.56868157,Paris,T1,751103802,751103802,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Denis 2,H,00,1,4.62385964685,1246.99657500934,963.213375798812,119.533718204422,164.249481006101,9.58572947191355,13.1716064260138,1939.69984646273,2.01378001510216,329.515648422993,587.344879936541,84.6896347365575,46.3528474392776,34.2100366027122,8.79240642462245,972.438515546865,46235.2793686309
240,750004301,75110,38,751103803,H,Porte Saint-Denis 3,59635.4571825,54155.3208952,58319.91233378,Paris,T1,751103803,751103803,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Denis 3,H,00,1,8.16112564014,2104.99372523285,1764.65872191725,92.3701959986191,247.964807316983,4.38814590710485,11.7798359370194,3086.7854998428,1.74922519663695,587.366811567848,1082.84299419434,26.5866931879493,94.4489161550647,33.2850088389721,1.50661954392313,1214.31304272352,81605.4031643528
241,750004276,75110,38,751103804,H,Porte Saint-Denis 4,70637.89183968,70327.20929797,70637.89183968,Paris,T1,751103804,751103804,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Denis 4,H,00,1,8.344647674,2025.99385607991,1727.86047915137,125.223526518603,172.909850409935,6.18084433685785,8.53456933697211,3247.25204339708,1.87934852528831,541.740317174674,1118.38687262643,158.203473021124,67.7332893502637,31.3532442990274,9.15603284698224,1258.56815031357,83440.7675747614
242,750004231,75110,38,751103805,H,Porte Saint-Denis 5,60979.61816713,59906.43107984,60804.76296024,Paris,T1,751103805,751103805,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Denis 5,H,00,1,7.3045922505,1501.99539672522,1294.58333698666,89.4503535712916,117.961706167265,5.95543460161857,7.85366629115212,2552.67809862649,1.97181442530246,517.753154280342,491.936326241637,3.96137854525879,284.893856464681,39.993806461737,0.305996410743205,1126.9483843766,73041.282206567
243,750004236,75110,38,751103806,H,Porte Saint-Denis 6,111164.67938574,89888.66860996,106756.17532554,Paris,T1,751103806,751103806,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Denis 6,H,00,1,13.3567402737,2286.99347764328,1834.28857062847,150.847533877263,301.857373137552,6.59588824156637,13.1988733718914,3490.24745469083,1.9027799172815,818.220151249978,930.142440562926,81.3672491700488,85.9259788155642,44.6069481297393,4.43590231509596,1453.4117603981,133558.793737626
244,750004313,75110,39,751103901,H,Porte Saint-Martin 1,37266.70611739,37266.70611739,37266.70611739,Paris,T1,751103901,751103901,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 1,H,00,1,4.26376468077,1373.49596428973,1134.96662934544,126.380129197364,112.149205746929,9.20134696301918,8.16523736965794,1763.77925120519,1.55403622062651,413.154463654058,672.658998247953,70.7113435073924,49.1531674434288,36.4023446127516,6.23025749648456,858.559479181071,42634.5348264961
245,750004310,75110,39,751103902,H,Porte Saint-Martin 2,44753.24245344,38936.35129927,44688.35604518,Paris,T1,751103902,751103902,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 2,H,00,1,5.88430927152,1512.99541939423,1288.20810863934,105.343903426234,119.443407328658,6.96260557539635,7.89449893883224,2731.67933229946,2.12052642269484,493.943936716358,735.0327004333,91.4075775447295,59.2314714896797,38.3434891772327,7.09571512022838,1099.7044879481,58838.7564636343
246,750004319,75110,39,751103903,H,Porte Saint-Martin 3,35054.31003585,33236.95049293,34146.27436432,Paris,T1,751103903,751103903,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 3,H,00,1,5.24519104001,1118.49658558479,960.239229152219,51.7103277076461,106.54702872493,4.62319942448549,9.52591452652695,2099.18149517346,2.18610262051759,369.652135083915,456.516085767882,53.2930840474943,134.071008300422,38.4958376893511,5.5499798830908,1065.4178098147,52447.9975620544
247,750004324,75110,39,751103904,H,Porte Saint-Martin 4,55668.03772046,46492.45853047,51048.79354012,Paris,T1,751103904,751103904,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 4,H,00,2,7.7567289335,1357.99584985442,1167.14938159658,90.5066292325801,100.339839025255,6.66472060590485,7.38881779616716,2286.62679206459,1.95915521022393,554.343080728725,530.080781225423,78.3570023312646,82.7255196424349,47.4954696861871,6.71353672175857,1443.28928219411,77561.4840476438
248,750004312,75110,39,751103905,H,Porte Saint-Martin 5,34138.03215055,31755.36361302,33990.85410479,Paris,T1,751103905,751103905,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 5,H,00,2,4.90685655046,1412.9962182409,1063.54770286657,188.498358542142,160.950156832187,13.3403300099991,11.3906997594488,1758.34255927291,1.653280388396,437.523636296204,558.160616308854,13.3692505891913,67.8634502615081,41.1381299698126,1.25704287199881,1134.23820786885,49064.9408184816
249,750004261,75110,39,751103906,H,Porte Saint-Martin 6,44219.5724489,43822.07759189,43822.07759189,Paris,T1,751103906,751103906,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 6,H,00,1,6.47990052051,1685.49488375309,1438.84697500627,59.6843805736981,186.963528173125,3.54105972963851,11.0925004860776,2911.28860298882,2.02334831539409,660.513574411459,727.387324729326,61.1480866820949,50.9460758654834,45.9057555031925,4.24979777170735,1461.93268332057,64794.4682054159
250,750004281,75110,39,751103907,H,Porte Saint-Martin 7,32165.09235423,26594.01592645,31760.46268778,Paris,T1,751103907,751103907,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 7,H,00,1,4.68612412512,1381.49588299025,1157.83056061804,73.5904306146648,150.074891757548,5.32686572003228,10.8632167207556,2162.27745253939,1.86752494370609,474.597805549631,644.872442246069,62.7444528268502,38.3603128223363,40.9902641796133,5.4191394631489,969.788288834343,46857.9354621343
251,750004289,75110,39,751103908,H,Porte Saint-Martin 8,51988.35762829,46087.3731235,50793.82829616,Paris,T1,751103908,751103908,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 8,H,00,1,6.84619528423,2208.99316477645,1922.27640764216,153.991313587983,132.725443546305,6.97110865001552,6.00841350089632,3383.77086301676,1.76029360271203,798.049298712073,1020.49112165974,148.715500859972,103.735987270353,41.5158452519817,7.7364264716948,1190.99296252025,68457.2113258466
252,750004274,75110,39,751103909,H,Porte Saint-Martin 9,27926.29068674,27926.29068674,27926.29068674,Paris,T1,751103909,751103909,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 9,H,00,1,3.88033126784,1604.49518933189,1352.9087584639,104.942933807212,146.643497060784,6.54055770967504,9.13954108655484,2488.08629286617,1.83906436949316,312.173628493217,979.153249166902,296.344524684814,61.5818808037768,23.0742558609541,21.904250588287,974.441624381339,38800.6146132702
253,750004248,75110,39,751103910,H,Porte Saint-Martin 10,55824.59919321,44516.8540872,54044.27385763,Paris,T1,751103910,751103910,75,00851,75110,Paris 10e Arrondissement,Porte Saint-Martin 10,H,00,1,7.82840743597,1643.99483054223,1453.81151576086,46.279756785454,143.903557995912,2.81507921592368,8.75328530981144,2605.996299164,1.79252693413983,365.570176481992,1042.14148895558,106.508907172794,46.0998503232901,25.1456376922883,7.32618403542169,1323.13211771698,78278.9145430025
254,750004270,75110,39,751103988,D,Canal St Martin,13224.35974652,8.43825574,326.99353763,Paris,T1,751103988,751103988,75,00851,75110,Paris 10e Arrondissement,Canal St-Martin,D,00,3,3.13925404688,,,,,,,,,,,,,,,1445.81704324214,31390.3102153365
255,750004282,75110,40,751104001,H,Hôpital Saint-Louis 1,45365.33425587,42676.5716,43096.36639492,Paris,T1,751104001,751104001,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 1,H,00,1,5.49430879802,1707.49484443134,1449.90546740039,45.8231966365518,211.766180394396,2.68365065850682,12.402156357018,2831.87231394802,1.95314272386697,505.088731093639,894.134615396696,103.013480709257,50.6821209100599,34.8359767205538,7.10484117933255,1058.65519071358,54939.2282824019
256,750004265,75110,40,751104002,H,Hôpital Saint-Louis 2,47462.23052991,43122.73865603,45450.3734473,Paris,T1,751104002,751104002,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 2,H,00,2,5.88353820051,1756.49451053311,1543.80798550953,37.1856761017765,175.500848921799,2.11703912985702,9.991539846517,3465.51728221123,2.24478517713292,300.502008146818,1207.18595972101,617.189852818348,36.1200176417023,19.4649859935553,39.9784078467923,960.064521330636,58831.391200179
257,750004280,75110,40,751104003,H,Hôpital Saint-Louis 3,34845.57326466,34839.12698063,34839.12698063,Paris,T1,751104003,751104003,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 3,H,00,1,4.74859144688,1984.99439585334,1576.05948604885,191.56978622547,217.365123579022,9.65089808946865,10.9504149751303,2584.32132527722,1.63973590346902,673.388533157226,823.286412514023,21.5571344057481,79.3845403775967,42.7260861102013,1.36778685046917,1010.356012813,47482.5601606325
258,750004307,75110,40,751104004,H,Hôpital Saint-Louis 4,25917.51965638,20712.67824804,25917.51965638,Paris,T1,751104004,751104004,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 4,H,00,1,3.43971153056,1164.99661242954,952.68965622079,72.2844733552803,140.022482853469,6.20469386640832,12.0191321897031,1694.61859310692,1.77877295301943,355.634376965967,532.455427583636,38.1235566421034,64.5998516711874,37.3295096303163,4.00167634792375,790.646446356254,34394.628710704
259,750004257,75110,40,751104005,H,Hôpital Saint-Louis 5,19966.17187512,18636.27281263,18734.98158342,Paris,T1,751104005,751104005,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 5,H,00,1,2.77679759008,1245.99634116255,1028.97832924989,29.8498799056309,187.168132007031,2.39566352801487,15.0215635330356,1781.63860233744,1.73146367779799,249.01685335085,693.189245596559,87.8796586557321,86.772230302478,24.2003982272766,8.54047710798684,930.798020959054,27766.1557756077
260,750004225,75110,40,751104006,H,Hôpital Saint-Louis 6,52532.19302286,39977.34568244,46932.66287943,Paris,T1,751104006,751104006,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 6,H,00,1,7.19637583062,1916.49449646399,1547.76465507901,63.9880706982071,304.74177068677,3.33880795464154,15.9009989983812,2668.0922978273,1.72383591334246,601.943575299628,881.627228169203,106.436612778211,64.1938516101834,38.8911565672688,6.87679566973815,1310.39852421988,71959.2567980665
261,750004219,75110,40,751104007,H,Hôpital Saint-Louis 7,84683.39772369,61055.64023239,82750.14759916,Paris,T1,751104007,751104007,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 7,H,00,1,11.016078921,1989.49357385955,1807.22957838489,72.5262667690951,109.737728705564,3.64546373620079,5.51586243592014,3577.76334643493,1.97969499239402,426.082906448111,1297.8414771075,714.510637647915,83.3051948292835,23.5765788444486,39.5362407849958,1668.31050630864,110153.909334616
262,750004208,75110,40,751104008,H,Hôpital Saint-Louis 8,90014.97271935,53323.446957,69849.48786163,Paris,T1,751104008,751104008,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 8,H,00,1,12.0819874917,2233.99283086825,2016.18172670332,100.122363485752,117.688740679182,4.48176744805571,5.2680894519004,3772.09655089361,1.87091099028132,493.700411718365,1462.56939251859,451.458122351373,59.9119224663637,24.4869004207086,22.3917376282125,1543.2267912639,120812.447633372
263,750004185,75110,40,751104009,H,Hôpital Saint-Louis 9,46339.50042103,40429.12307145,46339.50042103,Paris,T1,751104009,751104009,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 9,H,00,1,5.96253329686,1648.49506139459,1388.88868796011,71.0739285103925,188.53244492409,4.31144321720113,11.4366399596366,2327.53443689019,1.67582503700041,505.545748380381,813.830289184081,32.074792091028,69.5126503956435,36.3992991492276,2.30938536464985,995.991026996607,59621.9674362131
264,750004180,75110,40,751104010,H,Hôpital Saint-Louis 10,46411.91130981,30969.59274307,44270.06720512,Paris,T1,751104010,751104010,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 10,H,00,1,6.44709771272,1063.496610822,953.141747375891,62.51378957113,47.8410738749743,5.8781371689386,4.49846980123398,1956.73358027953,2.05293030723567,204.74399415518,725.312763699453,438.766325186111,23.084989521258,21.4809596493768,46.0336908328783,1227.38667344897,64467.3140394993
265,750004147,75110,40,751104011,H,Hôpital Saint-Louis 11,44057.16622917,36514.59992138,43699.64841353,Paris,T1,751104011,751104011,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 11,H,00,2,6.01447965646,1476.99578325171,1185.88012318052,52.8638933199227,238.251766751276,3.57914991494011,16.1308359477335,2296.78401650584,1.93677587777245,401.734263348424,706.022856412992,107.286044346289,78.1230034190991,33.8764648715907,9.04695527390651,1171.75936474714,60141.6738665223
266,750004249,75110,40,751104012,A,Hôpital Saint-Louis 12,95874.5328,1907.59579338,86594.9816939,Paris,T1,751104012,751104012,75,00851,75110,Paris 10e Arrondissement,Hopital Saint-Louis 12,A,00,3,10.5999844282,202.371204000942,156.900003342962,7.45908056722522,38.0121200907554,3.6858408804004,18.7833641047954,237.85079349654,1.51593874078276,13.4609464013806,129.9781105402,0,13.4609464013806,8.57931556059743,0,1324.26552634529,105992.761616836
267,750004169,75110,40,751104088,D,Canal St Martin,30151.39982193,549.4963758,548.86297067,Paris,T1,751104088,751104088,75,00851,75110,Paris 10e Arrondissement,Canal St-Martin,D,00,3,6.70607035046,,,,,,,0,,,,,,,,2306.73657750469,67056.8611969774
268,750004357,75111,41,751114101,H,Folie Mericourt 1,43238.10084598,40201.66005055,40201.66005055,Paris,T1,751114101,751114101,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 1,H,00,1,5.09589839462,1819.50100408004,1692.2034276762,66.3308076280326,60.9667687758131,3.64554938300626,3.35074114491289,3291.38611254299,1.94502981066695,643.175050384711,992.646073343699,344.113107796364,56.3823039477853,38.0081401482531,20.3352092407066,922.989041663185,50955.0076365936
269,750004369,75111,41,751114102,H,Folie Mericourt 2,38481.74219933,33876.16856971,38481.74219933,Paris,T1,751114102,751114102,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 2,H,00,1,4.58248529882,1917.5009787528,1649.51874005264,92.6293843657511,175.352854334408,4.83073465892049,9.14486387633883,2556.27938972963,1.54971224494731,460.261739799338,1110.17730796515,216.369444792062,79.0796922881482,27.902789378716,13.1171255917442,865.175121649709,45821.2150442306
270,750004380,75111,41,751114103,H,Folie Mericourt 3,31868.78412897,31834.79414237,31834.79414237,Paris,T1,751114103,751114103,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 3,H,00,1,3.97788202678,1241.50064176567,1081.58516038411,47.3645399229215,112.550941458641,3.81510394191656,9.06571754152061,1859.68202001156,1.71940415616568,384.307873034196,652.814178909817,166.07563089659,44.4631084400947,35.5319106724537,15.3548363068897,790.650206154189,39775.6088623165
271,750004390,75111,41,751114104,H,Folie Mericourt 4,25805.96209527,21426.58448756,21426.58448756,Paris,T1,751114104,751114104,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 4,H,00,1,4.68507919438,1104.00056386763,950.301470460796,35.0436866927702,118.655406714064,3.17424536179602,10.7477668578701,1688.96607267373,1.77729502181529,222.841599831981,681.681655650886,0,45.7782149779292,23.4495690850532,0,1129.03270279095,46846.9303908322
272,750004383,75111,41,751114105,H,Folie Mericourt 5,28250.44187933,28167.24616831,28167.24616831,Paris,T1,751114105,751114105,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 5,H,00,1,4.88323708826,1333.00068460888,1153.789982031,72.2317456364067,106.978956941472,5.41873282365197,8.02542400590448,2044.65148416097,1.7721175569247,438.571264039277,631.143405037313,29.9896818950665,84.0753129544095,38.0113600282147,2.59923230068926,1137.80842859987,48828.370728772
273,750004386,75111,41,751114106,H,Folie Mericourt 6,43270.22691574,37670.06418988,42700.23501188,Paris,T1,751114106,751114106,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 6,H,00,1,7.12739301562,1859.5009476936,1597.17382705178,93.5970082249623,168.730112416859,5.03344772913688,9.0739460297743,2820.96318749401,1.76622177230466,647.838421173628,844.694638640023,138.151164699633,104.640767238128,40.5615475411009,8.64972630778994,1294.39496948312,71267.9757651186
274,750004358,75111,41,751114107,H,Folie Mericourt 7,66041.56893268,54238.47545441,54238.43848783,Paris,T1,751114107,751114107,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 7,H,00,1,9.69985520158,1879.00097004179,1634.83784756334,130.047223188739,114.115899289715,6.92108334493548,6.07322194661647,2630.74223800968,1.60917625067874,563.825249497383,939.206167684742,8.06155153372216,131.806430381216,34.488145129362,0.493110160480905,1404.07806513948,96990.9735045207
275,750004364,75111,41,751114108,H,Folie Mericourt 8,42220.93287042,38266.32822407,42186.25827061,Paris,T1,751114108,751114108,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 8,H,00,1,5.84630000669,1585.50081707662,1377.0414699867,91.3206359640701,117.138711125851,5.75973439940884,7.38812051461655,2610.82377841115,1.89596597874164,422.597571259414,813.575633794206,29.92101285918,140.868264933075,30.6888049830117,2.17284762378791,1171.05620057062,58458.3739006386
276,750004353,75111,41,751114109,H,Folie Mericourt 9,45205.61721727,39846.48760133,44210.16514681,Paris,T1,751114109,751114109,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 9,H,00,1,5.84270029204,2163.00115953468,1954.19537705149,46.5009963717707,162.304786111428,2.14983686748343,7.5036846557375,3311.00004565589,1.69430348906647,529.160934619001,1369.74781326287,292.444471148231,55.2866291696119,27.0782001038916,14.9649556325056,1134.1580163116,58422.4749239861
277,750004340,75111,41,751114110,H,Folie Mericourt 10,23244.86904933,20274.54682028,21564.91793187,Paris,T1,751114110,751114110,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 10,H,00,2,2.92436054093,1083.50059422965,1001.47141294746,29.4548022463533,52.5743790358354,2.71848510312033,4.85227043859766,1694.91781679966,1.69242755697968,318.187761018392,664.391630503473,129.840181559867,18.8920214255976,31.7720263309288,12.9649413733868,673.702862947724,29241.4010701072
278,750004308,75111,41,751114111,H,Folie Mericourt 11,22801.62834394,15963.88032855,19870.58477563,Paris,T1,751114111,751114111,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 11,H,00,2,3.33563402602,849.500463465869,781.091648679749,6.27527198498136,62.1335428011381,0.738701419817823,7.31412700443271,1697.4195221251,2.17313746087823,137.58032325968,633.128707579787,293.908412340072,10.3826178402825,17.6138515233426,37.6279035676357,873.948681988985,33353.931045928
279,750004316,75111,41,751114112,H,Folie Mericourt 12,24024.00674911,22672.53898859,24024.00674911,Paris,T1,751114112,751114112,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 12,H,00,2,3.12851207626,988.500539748719,909.653211905419,15.9481425489737,62.8991852943266,1.61336710580126,6.36309063729149,1860.73619229564,2.04554457450661,333.752873013749,528.285216801327,218.589866305338,47.6151220903422,36.6901219767749,24.030021929727,845.83771181764,31282.8440338144
280,750004322,75111,41,751114113,H,Folie Mericourt 13,29982.69882574,25540.95965835,27662.56080893,Paris,T1,751114113,751114113,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 13,H,00,2,3.70325052314,986.000483652994,815.113559740425,35.1726556966548,135.714268215915,3.56720471032073,13.7641178139297,1442.66741240376,1.76989745191232,239.842636245681,533.647240321131,44.5228149037515,41.6236831736136,29.4244444077288,5.46216099238122,848.451842417599,37029.7559326282
281,750004331,75111,41,751114114,H,Folie Mericourt 14,25052.42930108,22116.37159667,25052.42930108,Paris,T1,751114114,751114114,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 14,H,00,1,3.52596037392,1242.50056570918,953.40509135414,59.5215345258407,229.573939829203,4.79046337430579,18.4767674289282,1580.57193861232,1.65781780792402,406.252987951014,497.25917368373,0,49.8929297193962,42.6107424467395,0,853.877219607203,35256.9617740328
282,750004338,75111,41,751114115,H,Folie Mericourt 15,30715.47877606,29587.07021817,30715.47877606,Paris,T1,751114115,751114115,75,00851,75111,Paris 11e Arrondissement,Folie Mericourt 15,H,00,1,4.20802311816,1438.50070373301,1186.02040665906,67.7950015303237,184.685295543629,4.71289317790327,12.8387351542031,2258.46150944732,1.90423494972507,516.409247960453,635.505676136764,9.87836414666022,34.1054825618435,43.541345921285,0.832900015142818,945.173471149843,42077.0618570454
