OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_POP1564,P12_ACT1564,TX12_ACT1564,P12_ACTOCC1564,TX12_ACTOCC1564,C12_ACTOCC15P,C12_ACTOCC15P_TCOM,TX12_ACTOCC15P_TCOM,C12_ACT1564_CS1,C12_ACT1564_CS2,C12_ACT1564_CS3,C12_ACT1564_CS4,C12_ACT1564_CS5,C12_ACT1564_CS6,SHAPE_Length,SHAPE_Area
658,750004885,75115,60,751156001,H,Javel 1,676886.30654574,60880.48446399,486409.63245396,Paris,T1,751156001,751156001,75,00851,75115,Paris 15e Arrondissement,Javel 1,H,00,1,84.3781911021,2266.18076881015,1694.95154292899,74.7933071472897,1489.53464593967,65.7288538690472,1505.15443645318,899.202518784972,59.7415452532498,0,29.5721832466073,326.405943810296,411.220155514195,720.16754688465,189.45876604583,4432.66321519974,843665.093133214
659,750004432,75115,60,751156002,H,Javel 2,42523.45307749,27952.37268309,32400.48126398,Paris,T1,751156002,751156002,75,00851,75115,Paris 15e Arrondissement,Javel 2,H,00,1,6.48073433523,1659.01100988646,1377.95416193482,83.0587713838694,1299.55868187038,78.3333367968019,1326.81402341858,745.323790470586,56.1739458066801,0,115.747509457057,822.18089847184,248.99740944787,154.634976917144,32.6403246514894,1069.91787361831,64798.7956490591
660,750003927,75115,60,751156003,H,Javel 3,60916.67848453,43877.56459174,44968.52103687,Paris,T1,751156003,751156003,75,00851,75115,Paris 15e Arrondissement,Javel 3,H,00,1,7.24342255866,1855.71641422517,1500.04477962054,80.8337291259485,1378.06863399974,74.2607342068015,1403.87786931283,927.370285887298,66.0577608749705,0,44.4289990439483,817.356791376262,272.826809169747,308.855572626449,51.823968019369,1169.28205827029,72424.8335007961
661,750003908,75115,60,751156004,H,Javel 4,61872.93344614,40010.46354202,55613.84730039,Paris,T1,751156004,751156004,75,00851,75115,Paris 15e Arrondissement,Javel 4,H,00,1,8.1479880073,2417.77441962461,1902.18353484294,78.6749797418354,1760.33661252473,72.8081411663725,1782.18419257206,1127.56188269298,63.2685379767439,0,79.1699109834082,883.934509061457,442.31988958426,346.534355627835,135.217052611358,1196.97653594336,81469.5393753287
662,750004760,75115,60,751156005,H,Javel 5,41288.87616337,36771.51666615,41288.87616337,Paris,T1,751156005,751156005,75,00851,75115,Paris 15e Arrondissement,Javel 5,H,00,1,5.34413180352,1892.105207697,1472.40795589281,77.8185034269298,1281.70585195299,67.7396714907326,1304.96769417189,822.348256307723,63.016752060638,0.963479798081707,51.367480587847,710.583154555125,286.59203535015,305.612287052749,98.61299582483,1301.565204538,53434.6806021563
663,750004780,75115,60,751156006,H,Javel 6,31852.6205112,21683.7900795,23805.43497196,Paris,T1,751156006,751156006,75,00851,75115,Paris 15e Arrondissement,Javel 6,H,00,1,4.56059774902,1214.05049227938,986.066820627135,81.2212364228606,876.0991142734,72.1633177404777,892.375157539138,591.850980540726,66.3231125990605,0,32.4470306066906,425.530619679015,240.823414314015,209.267785964898,63.7435521598303,1169.09538879783,45600.2589019937
664,750003914,75115,60,751156007,H,Javel 7,55054.20277885,42731.06154151,51513.41836665,Paris,T1,751156007,751156007,75,00851,75115,Paris 15e Arrondissement,Javel 7,H,00,1,7.44409073238,1821.25294867333,1355.41488718454,74.4221107876244,1223.0441947506,67.153999428883,1241.04539820364,743.403608061866,59.9014032152178,0,108.101116288364,565.682554094553,293.065968785292,270.387152010222,99.482017837129,1258.99010582299,74431.3244626087
665,750004775,75115,60,751156008,H,Javel 8,46896.8008706,20466.71027703,29620.98379827,Paris,T1,751156008,751156008,75,00851,75115,Paris 15e Arrondissement,Javel 8,H,00,2,6.42635294758,1246.91713111848,957.131519158664,76.7598339354049,830.092773597147,66.5716071165495,830.092773597147,536.997686220786,64.6912855166471,0,14.8948184733927,352.730316632785,219.295806465212,298.660711407455,52.3906035342236,1213.96378765647,64255.4776849686
666,750004761,75115,60,751156009,A,Javel 9,19280.84121993,19280.8591016,19280.84121993,Paris,T1,751156009,751156009,75,00851,75115,Paris 15e Arrondissement,Javel 9,H,00,2,2.68317393411,1015.46774179459,728.165595239371,71.7074078544849,679.961443271618,66.960417873044,696.29819390284,383.809219239105,55.1213865840733,3.05237820836674,44.8830140959111,396.573614257255,122.056305692163,142.695772112115,12.7997544568265,818.299505221205,26828.4631615126
667,750004733,75115,60,751156010,A,Javel 10,47165.34125396,35736.69144458,41173.3617143,Paris,T1,751156010,751156010,75,00851,75115,Paris 15e Arrondissement,Javel 10,H,00,1,6.8474636238,2434.15308810504,1743.65223883987,71.6328092658004,1533.86043483529,63.0141317869775,1555.83923598207,959.422204953406,61.6658959849281,0,54.8059882078317,661.88084532784,380.585385319699,456.294035347924,169.35962823793,1376.97628212248,68466.44688075
668,750004725,75115,60,751156012,H,Javel 12,61516.04532052,54655.27318925,58412.99480909,Paris,T1,751156012,751156012,75,00851,75115,Paris 15e Arrondissement,Javel 12,H,00,1,9.33564851926,2978.27917391803,2302.92379256925,77.3239732774839,2098.77514787452,70.4693893794215,2117.94378912763,1302.55500360985,61.5009241650539,0,106.448263119381,1225.18614413769,508.148745164723,344.882152464397,97.6894189591663,1971.2700947816,93345.3324758135
669,750004723,75115,60,751156013,H,Javel 13,47633.01434615,31323.86974878,47527.35461129,Paris,T1,751156013,751156013,75,00851,75115,Paris 15e Arrondissement,Javel 13,H,00,2,6.4997622371,1861.24386646088,1431.09600338067,76.8892260261343,1307.39790277574,70.2432349857374,1340.63029119847,820.051606180459,61.1691091544234,3.14360664441152,70.9542110940819,779.761716100651,296.602601031932,198.635088555395,71.7787307446296,1304.13394291979,64990.0253778172
670,750004672,75115,60,751156014,H,Javel 14,67781.71531154,53427.40878012,67630.06523261,Paris,T1,751156014,751156014,75,00851,75115,Paris 15e Arrondissement,Javel 14,H,00,1,9.77204937261,1980.04548690529,1468.61142210746,74.1705901111814,1288.82922479085,65.0908897454284,1327.09196371366,861.458358151575,64.913237492669,1.02712267762929,62.9136831859162,451.496712643295,396.080974273551,415.54741892627,129.22003826925,1458.91160500595,97709.4491798701
671,750004718,75115,60,751156015,H,Javel 15,25590.89831823,25590.89831823,25590.89831823,Paris,T1,751156015,751156015,75,00851,75115,Paris 15e Arrondissement,Javel 15,H,00,1,3.70242013514,1449.93409483721,1026.63556902835,70.8056712842261,871.136268756021,60.081094158547,900.135033785258,566.390093334797,62.9227918119137,0,48.9545203498739,447.207722298711,187.441894239543,260.994180809,77.7578977111315,1070.63395369784,37019.9101862717
672,750004717,75115,60,751156016,H,Javel 16,34030.55714232,34004.96523558,34004.96523558,Paris,T1,751156016,751156016,75,00851,75115,Paris 15e Arrondissement,Javel 16,H,00,1,4.59277667136,1432.14057670718,1180.53312656987,82.4313720154613,1081.56580768824,75.5209247806527,1112.94173654918,757.599233468491,68.0717784758013,0,26.693747916968,522.589475100713,329.14753952745,227.822458798168,66.4982685951219,986.849177602612,45922.4117653687
673,750004737,75115,60,751156017,H,Javel 17,37423.94623329,31138.8338181,37319.96928219,Paris,T1,751156017,751156017,75,00851,75115,Paris 15e Arrondissement,Javel 17,H,00,1,4.77837304762,1496.77914298123,1212.45592442111,81.0043305391188,1114.48943238942,74.4591770680086,1119.5395199795,766.906842831822,68.5019893577197,0,21.8150841406288,586.351544669887,331.105138319477,217.583362920527,53.7257053589531,1027.61905745294,47778.0109065381
674,750004754,75115,60,751156018,H,Javel 18,39494.90952932,38661.47645866,39494.90952932,Paris,T1,751156018,751156018,75,00851,75115,Paris 15e Arrondissement,Javel 18,H,00,1,5.25578086869,2126.85506614752,1642.85654838737,77.2434649890438,1499.89701536631,70.5218253579989,1531.01319322731,961.234311632075,62.7841951907568,0,55.7037212288299,809.543260356717,397.451411580769,279.762112867041,83.4128278365615,963.349822166036,52551.3975868074
675,750004728,75115,60,751156019,H,Javel 19,77293.14477383,67967.69148138,68459.31419369,Paris,T1,751156019,751156019,75,00851,75115,Paris 15e Arrondissement,Javel 19,H,00,1,9.48950782701,2942.40467437658,2396.28122567514,81.4395533878373,2217.2466023353,75.3549170732295,2266.10225591504,1478.93099967859,65.2632067162125,0,62.1445829632722,1286.60214876933,549.552009094551,410.47473860932,81.4690578436951,1264.22580086584,94883.7484247387
676,750004753,75115,60,751156020,H,Javel 20,51697.00950323,47903.05775169,51137.60058503,Paris,T1,751156020,751156020,75,00851,75115,Paris 15e Arrondissement,Javel 20,H,00,1,7.53279051648,2247.71494871054,1692.49218083699,75.2983460739955,1576.07264519255,70.1188843405924,1639.10203456556,1061.08569765815,64.7357928476605,0,86.2468586865497,1024.55380477228,288.14104962263,233.443222820878,53.5308681605433,1371.02807840672,75318.6381870382
677,750003919,75115,60,751156021,A,Javel 21,91804.27174802,10927.10136092,84374.14006225,Paris,T1,751156021,751156021,75,00851,75115,Paris 15e Arrondissement,Javel 21,A,00,3,12.6854544917,309.858610814029,200.290936825976,64.6394613013311,187.261936532542,60.4346401865634,187.261936532542,112.200044291902,59.9160974031709,0,11.2416784857254,70.7250870467499,52.9256118441067,45.4646858641248,10.4440790814822,1816.39190880766,126838.172993835
678,750004767,75115,60,751156022,A,Javel 22,26109.64890887,20355.82877512,26109.64890887,Paris,T1,751156022,751156022,75,00851,75115,Paris 15e Arrondissement,Javel 22,A,00,3,3.44974673299,119.140392085153,90.922930801827,76.3157894736842,72.1112899462766,60.5263157894737,72.1112899462766,54.3447402493679,75.3623188405797,0,0,7.31563811049183,22.9920054901172,35.5330993938175,18.8116408555504,743.107858320742,34493.222671538
679,750004759,75115,60,751156023,D,Jardin Citroen Cevennes,119316.21138508,4958.52733543,20417.36664521,Paris,T1,751156023,751156023,75,00851,75115,Paris 15e Arrondissement,Jardin Citroen Cevennes,D,00,3,13.1634772444,232.029938517552,167.235121808447,72.0748033106929,150.154615321228,64.7134659779559,174.07587116813,112.594594578935,64.6813333883515,0,3.39900776785491,78.476315428469,54.5977934055401,27.3202636147562,3.44174159182721,2057.07848351987,131618.253071661
680,750004658,75115,60,751156099,D,Seine et Berges,111877.10581174,36.4780605,23850.50961177,Paris,T1,751156099,751156099,75,00851,75115,Paris 15e Arrondissement,Seine et Berges,D,00,3,31.2631529061,49.0001015199508,42.0000870171007,85.7142857142857,34.0000704424148,69.3877551020408,36.0000745860861,8.0000165746858,22.2222222222222,0,0,4.0000082873429,4.0000082873429,4.0000082873429,28.0000580114003,4765.94258443813,312593.601426123
681,750004427,75116,61,751166101,H,Auteuil 1,29689.36963536,29232.27247423,29689.36963536,Paris,T1,751166101,751166101,75,00851,75116,Paris 16e Arrondissement,Auteuil 1,H,00,1,4.42314131584,1518.63182393785,1155.54834414475,76.091408459253,1014.83901726078,66.8258758485172,1036.09945127498,634.594329289768,61.2483993219821,0,33.9506738084324,442.449687512146,294.79754476332,258.321337195511,92.8176782179613,918.137779395423,44225.615874543
682,750003909,75116,61,751166102,H,Auteuil 2,60867.84926042,37942.65371144,59913.40942503,Paris,T1,751166102,751166102,75,00851,75116,Paris 16e Arrondissement,Auteuil 2,H,00,1,8.73469347011,1708.9682367003,1282.56034308766,75.0488110629865,1127.05175725494,65.9492513114855,1144.81304089946,706.267075576532,61.6927874110894,1.02210142641922,62.2878074831222,570.98300054527,255.239804132112,320.779382635802,52.3002961524158,1373.23293173148,87335.7730644503
683,750003922,75116,61,751166103,H,Auteuil 3,27268.90555016,27089.40991248,27089.35233328,Paris,T1,751166103,751166103,75,00851,75116,Paris 16e Arrondissement,Auteuil 3,H,00,2,4.79947107482,1274.82381201149,1059.70291336543,83.1254408162781,946.466740538839,74.2429449168706,977.579581241964,625.190722078637,63.9529235343034,0,88.5489039056621,431.864036287629,275.608375690165,208.654274128033,44.5237915152676,1147.23148290141,47988.5108552095
684,750004013,75116,61,751166104,H,Auteuil 4,26769.27160533,23011.59456907,23011.59456642,Paris,T1,751166104,751166104,75,00851,75116,Paris 16e Arrondissement,Auteuil 4,H,00,1,4.4112467145,1366.89755191311,1020.44820596099,74.6543297654442,885.45473465447,64.7784271334153,901.875678387695,620.29257671204,68.7780579492899,0,55.9515896708362,320.452788570216,293.452525628746,262.170942388661,82.722705021375,1138.73007587692,44106.6881963527
685,750004012,75116,61,751166105,H,Auteuil 5,63499.61183453,42419.82670566,56305.50179683,Paris,T1,751166105,751166105,75,00851,75116,Paris 16e Arrondissement,Auteuil 5,H,00,1,7.89221227002,1471.91915655002,1062.37976859306,72.1765026200985,936.635747588594,63.6336407078187,966.31049516689,559.002817806045,57.8491924285165,1.12877760238392,64.8592217846633,486.840242821392,289.306606198398,155.027819127354,57.0612468827656,1198.1262000711,78912.1834928656
686,750004768,75116,61,751166106,H,Auteuil 6,51927.35415926,41709.66274444,51237.41590776,Paris,T1,751166106,751166106,75,00851,75116,Paris 16e Arrondissement,Auteuil 6,H,00,1,7.49725154227,1962.17146656078,1359.35480363892,69.278084347111,1246.95906811303,63.5499541892052,1295.2040294287,689.40137506614,53.2272413768068,3.7883625394258,75.1303362287394,746.702350622305,268.182815671103,219.664980243596,30.6639702957896,1427.08690215373,74963.2487282569
687,750004011,75116,61,751166107,H,Auteuil 7,48474.28401273,48462.54041879,48462.54041879,Paris,T1,751166107,751166107,75,00851,75116,Paris 16e Arrondissement,Auteuil 7,H,00,2,6.77023532478,2335.04590236369,1724.68151204358,73.8607112732878,1586.38440471526,67.9380393811282,1626.45420644099,971.899384862695,59.7557177456232,7.64724846991346,118.114189019333,932.309811798104,391.1236556355,228.956587564812,43.2156811539402,1508.1133532145,67694.0253468668
688,750004701,75116,61,751166108,H,Auteuil 8,69789.48459815,23827.89954786,65454.48428779,Paris,T1,751166108,751166108,75,00851,75116,Paris 16e Arrondissement,Auteuil 8,H,00,2,12.1679577148,1264.99379062896,1031.66969972076,81.5553172958902,911.256282558493,72.0364233650044,956.527699576882,572.184074213954,59.8188713684986,10.2274385610952,55.6678489510888,310.303558039732,261.680364343578,331.069731757346,54.0308002021241,2342.24352794652,121664.935726003
689,750004694,75116,61,751166109,H,Auteuil 9,41039.30683486,40949.4351226,40949.4351226,Paris,T1,751166109,751166109,75,00851,75116,Paris 16e Arrondissement,Auteuil 9,H,00,1,6.56094076768,1676.72621034531,1170.12280060365,69.7861578941187,1094.0878156783,65.2514291795431,1158.41712051569,528.853656050386,45.653128452984,3.10726137237871,100.130804560024,603.943742223547,226.884187709831,176.330367832509,56.1729155765911,1924.72486908402,65601.601658658
690,750004692,75116,61,751166110,H,Auteuil 10,47620.00116015,40711.49850925,45610.52127327,Paris,T1,751166110,751166110,75,00851,75116,Paris 16e Arrondissement,Auteuil 10,H,00,1,7.112958788,1536.68402958502,1201.00801159764,78.1558204858788,1074.75755961496,69.9400487623465,1109.89759251224,580.00718286479,52.2577206021278,0.998812478117263,74.824374413321,589.699680058559,270.160346332476,220.036743851919,28.1690242184271,1244.16809161884,71121.4519687272
691,750004689,75116,61,751166111,H,Auteuil 11,43050.79385411,42073.30504635,42688.64758277,Paris,T1,751166111,751166111,75,00851,75116,Paris 16e Arrondissement,Auteuil 11,H,00,1,5.7844004778,1453.87982619909,1048.48496380836,72.1163431058424,949.939343366455,65.3382299037674,1002.01710416178,500.834805702353,49.9826603380507,7.24637986864262,60.7018341575374,579.80782758422,195.013064523873,156.787874091578,36.5711456761659,1374.7893619925,57837.3452040246
692,750004691,75116,61,751166112,H,Auteuil 12,87758.53376794,81809.85762248,87023.75210212,Paris,T1,751166112,751166112,75,00851,75116,Paris 16e Arrondissement,Auteuil 12,H,00,1,11.1275482742,1247.35462407322,793.364797320745,63.6037885304841,700.985510250497,56.1977722070279,766.193736566995,269.574031516267,35.1835337005129,6.4533632268603,51.6257805783074,381.691527594381,192.455975374497,131.869325201529,28.9498859773102,1724.26830512671,111262.494065043
693,750004699,75116,61,751166113,H,Auteuil 13,87403.50200062,44813.97471857,86001.43167119,Paris,T1,751166113,751166113,75,00851,75116,Paris 16e Arrondissement,Auteuil 13,H,00,2,10.9773120532,1271.32159651243,889.869475423555,69.9956232840459,830.175997018146,65.3002355419384,869.845630764201,534.558205664303,61.4543761281721,0,54.7349852510328,375.539534769951,260.549818604301,155.235473536596,30.856551414349,1751.12201140366,109760.278948986
694,750004763,75116,61,751166114,H,Auteuil 14,37260.32551997,35344.6472449,36432.07300585,Paris,T1,751166114,751166114,75,00851,75116,Paris 16e Arrondissement,Auteuil 14,H,00,1,4.95460088429,1647.4933840417,1310.02012269174,79.5159565058733,1124.10111389427,68.2309941140148,1138.05454505859,742.682881158715,65.2589881902789,0,64.4909298023857,634.079546651554,324.235534769087,218.785099879124,51.9870023470435,886.383322295771,49539.9691698481
695,750004703,75116,61,751166115,H,Auteuil 15,61197.99433447,48017.8146974,60558.71145452,Paris,T1,751166115,751166115,75,00851,75116,Paris 16e Arrondissement,Auteuil 15,H,00,1,8.90683737818,2219.48303352345,1727.55362498485,77.8358563184123,1575.47358373639,70.9838083887177,1609.410246019,899.824494175653,55.9102004228838,6.88674879051703,119.391506269431,826.670759650117,402.15337631739,294.185984058157,61.8635329630317,2204.24481619933,89057.6806202735
696,750004706,75116,61,751166116,H,Auteuil 16,110131.24872248,42658.46012963,88122.79860187,Paris,T1,751166116,751166116,75,00851,75116,Paris 16e Arrondissement,Auteuil 16,H,00,2,13.1848003382,899.157394079285,699.332668330116,77.7764463635663,630.667006826461,70.1397787505544,674.457859432849,356.921860505119,52.9198163403795,4.57762473016111,20.9650903030162,400.462310987525,142.700703134968,113.193692922115,21.0275054072919,1522.69122265009,131832.557637416
697,750004681,75116,61,751166117,H,Auteuil 17,35563.52052597,33293.46944293,35094.83440328,Paris,T1,751166117,751166117,75,00851,75116,Paris 16e Arrondissement,Auteuil 17,H,00,1,5.55304682024,1630.7005635087,1207.05791138113,74.0208189285201,1090.13338234229,66.8506166451983,1140.98000760194,565.747176729086,49.5843198793769,0,73.3471156294018,611.525129435739,255.582262309594,201.525677822071,49.4976566851486,1087.86414839274,55524.1834885568
698,750004666,75116,61,751166118,H,Auteuil 18,43877.57681932,39139.85452988,42804.52420203,Paris,T1,751166118,751166118,75,00851,75116,Paris 16e Arrondissement,Auteuil 18,H,00,1,6.2983824239,1633.7565398593,1125.42757171281,68.8858801330174,1042.53759661477,63.8122982941236,1098.0723500381,580.919750466047,52.9035951452463,3.60590460347686,125.376298268288,608.706345743738,141.073481818227,193.723078059683,49.7893969928984,1052.1862500373,62976.8595269968
699,750004646,75116,61,751166119,H,Auteuil 19,26218.73442786,26130.24380198,26130.24380198,Paris,T1,751166119,751166119,75,00851,75116,Paris 16e Arrondissement,Auteuil 19,H,00,1,4.09066379782,1203.11853694208,879.356872735328,73.0897950396773,778.539732289215,64.710143546454,816.909978702832,394.316723981621,48.269299465255,7.4736722836256,67.7413688226477,456.327790346357,167.054623100486,146.807465600226,27.1424187293794,925.933402272822,40902.2036455827
700,750004632,75116,61,751166120,H,Auteuil 20,60996.87441683,60640.56976489,60640.56976489,Paris,T1,751166120,751166120,75,00851,75116,Paris 16e Arrondissement,Auteuil 20,H,00,1,8.65920289637,1023.09813654986,725.794495533433,70.9408481556803,647.375703981319,63.276012422858,694.180260767737,329.953074731403,47.5313248415459,3.15335056897538,51.0866344168313,392.260504620563,142.773706179957,105.905773111552,16.6769308688239,1337.91905714841,86582.6101211199
701,750004546,75116,61,751166121,H,Auteuil 21,132980.49354409,80309.97005632,94400.7780819,Paris,T1,751166121,751166121,75,00851,75116,Paris 16e Arrondissement,Auteuil 21,H,00,1,21.8931436669,1376.18288025385,987.093005568613,71.7268772727745,889.64032945449,64.6455018602169,1000.59041404538,445.212914607088,44.4950209753756,0,117.816408343635,473.966826203781,188.949817762564,171.802552936938,27.2808519826009,2832.39415840776,218908.754508255
702,750004575,75116,61,751166122,H,Auteuil 22,78991.96902466,78991.96902466,78991.96902466,Paris,T1,751166122,751166122,75,00851,75116,Paris 16e Arrondissement,Auteuil 22,H,00,1,9.10577867144,1722.6289443229,991.48938284801,57.5567585878297,896.538048251048,52.0447570096672,946.630646446842,466.974716355709,49.3301920985221,1.88273271946367,106.113889489539,484.163364269759,152.568950969987,193.88826605747,47.6694034822135,1645.06785045981,91048.4886160037
703,750004596,75116,61,751166123,H,Auteuil 23,46875.82308876,44145.7540013,46875.82308876,Paris,T1,751166123,751166123,75,00851,75116,Paris 16e Arrondissement,Auteuil 23,H,00,2,6.31748415379,1404.09469900403,1045.24613448949,74.4427092582085,918.975596977314,65.4496878044744,980.410012170789,521.677795504925,53.2101660559182,7.11634010012916,60.0886949393458,565.519432028421,215.44108002339,166.453429734692,31.1450596134499,1027.7706575436,63168.2909911333
704,750004580,75116,61,751166124,H,Auteuil 24,48178.78300343,45625.03386846,48178.78300343,Paris,T1,751166124,751166124,75,00851,75116,Paris 16e Arrondissement,Auteuil 24,H,00,1,5.67297076901,1163.586867983,748.073697397914,64.2903179798384,657.360697373255,56.4943379356579,678.451793158416,334.333104735291,49.278829845649,2.47576273355268,50.3963416683068,344.697628368342,171.802619692236,135.141657451292,22.6178456741777,963.624136372262,56724.0266646539
705,750004588,75116,61,751166125,H,Auteuil 25,55631.45253993,54612.23203217,55249.01533477,Paris,T1,751166125,751166125,75,00851,75116,Paris 16e Arrondissement,Auteuil 25,H,00,2,7.39772955109,1395.07361650119,999.779790287133,71.6650202872128,867.336471628657,62.1713765760916,901.114605943664,489.276678035573,54.2968313695452,0,55.2744623621414,542.854788617442,205.129878764976,158.005386896733,35.2467619292798,1375.83900313186,73969.7011648544
706,750004598,75116,61,751166126,H,Auteuil 26,84279.24457192,51961.04899846,76359.26745035,Paris,T1,751166126,751166126,75,00851,75116,Paris 16e Arrondissement,Auteuil 26,H,00,2,10.225584814,1509.60959947889,1079.50910266489,71.5091572706965,990.290320496261,65.5991006441736,1036.52879576298,516.225857487151,49.8033300760506,6.63691070743374,82.4153258036825,583.838579573208,179.019992943313,190.537710669424,33.6689003474023,1283.15000025685,102245.148070645
707,750004618,75116,61,751166127,H,Auteuil 27,59105.86247561,42704.42034018,54328.63588596,Paris,T1,751166127,751166127,75,00851,75116,Paris 16e Arrondissement,Auteuil 27,H,00,2,8.45755825706,2241.84337621487,1662.9960156595,74.1798483026634,1467.11351164453,65.4422841136034,1557.74708727731,807.280028336726,51.823562048684,0,117.621838177069,840.208682753512,415.394424876995,225.313916561777,55.444622509529,1740.00323452385,84566.5817898573
708,750004643,75116,61,751166128,H,Auteuil 28,47107.7181499,45149.09321909,45425.8092518,Paris,T1,751166128,751166128,75,00851,75116,Paris 16e Arrondissement,Auteuil 28,H,00,2,6.45530312954,1998.54989964057,1385.57375511339,69.3289547267536,1280.18576860191,64.0557320501301,1355.73398433671,719.277056861681,53.0544387890066,0,107.659706838129,800.103238344856,224.137776187306,181.981657104134,62.2329898658377,1227.61191086981,64545.9812201815
709,750004660,75116,61,751166129,H,Auteuil 29,23134.03042525,23075.58195176,23075.58195176,Paris,T1,751166129,751166129,75,00851,75116,Paris 16e Arrondissement,Auteuil 29,H,00,1,3.90421834528,1115.19021446115,812.301493341247,72.8397257084743,733.499064213957,65.7734487536171,784.655510652289,356.923161788304,45.4878805976385,0,66.9247749562152,360.695324360163,178.119534901343,136.180283371818,68.437152877542,937.068595165855,39037.8759815115
710,750004639,75116,61,751166130,H,Auteuil 30,25147.2944096,24949.42631042,24949.42631042,Paris,T1,751166130,751166130,75,00851,75116,Paris 16e Arrondissement,Auteuil 30,H,00,2,4.5499626271,1588.72332932158,1155.36171924926,72.722650818165,1029.81858035977,64.8205109947953,1055.01328112945,621.347575243167,58.8947633510336,0,49.5601206403521,540.275983831205,306.100816556164,177.236888593959,79.1767570117208,1048.71376830582,45494.743375907
711,750004884,75116,61,751166131,A,Auteuil 31,234296.10224074,7134.98390085,193933.66986256,Paris,T1,751166131,751166131,75,00851,75116,Paris 16e Arrondissement,Auteuil 31,A,00,3,36.9028030202,27.9999339998102,22.9999457855584,82.1428571428571,22.9999457855584,82.1428571428571,27.665040070243,23.9999434284088,86.7518838486105,0,0,0,15.9999622856058,7.99998114280292,0,4074.99524170432,368981.103591646
712,750004879,75116,61,751166177,D,Bois de Boulogne,2972676.26058139,114389.78305523,1210115.3769341,Paris,T1,751166177,751166177,75,00851,75116,Paris 16e Arrondissement,Bois de Boulogne,D,00,3,346.447035307,83.7001601846637,71.0350847571762,84.8685170977628,67.3699881153419,80.4896764435178,67.3699881153419,20.6838415620618,30.7018631599722,0,0,0.999997642850364,28.0140348457303,28.0140348457303,10.3419207810309,8462.19599336962,3464131.72686647
713,750004645,75116,61,751166199,D,Seine et Berges,19235.17077264,0,0,Paris,T1,751166199,751166199,75,00851,75116,Paris 16e Arrondissement,Seine et Berges,D,00,3,21.2124487487,,,,,,,,,,,,,,,4702.58596081047,212098.657042571
714,750004564,75116,62,751166201,H,Muette 1,55891.81676235,28580.60381194,54828.53394318,Paris,T1,751166201,751166201,75,00851,75116,Paris 16e Arrondissement,Muette 1,H,00,2,8.27336272358,1234.5874472446,900.819997732618,72.9652646107089,797.331627467714,64.5828393320562,829.294398467908,434.893511420165,52.4413902015516,3.31964921051991,73.9048258883028,443.144184789836,185.762695759439,160.070150663857,29.80475038354,1363.53866695189,82725.3527283406
715,750004579,75116,62,751166202,H,Muette 2,55037.8268449,41592.42173162,55037.8268449,Paris,T1,751166202,751166202,75,00851,75116,Paris 16e Arrondissement,Muette 2,H,00,1,6.89990783763,1573.80715046463,1087.31703542247,69.0883273151647,983.283174356337,62.4779963711594,1024.15983318906,462.95571839664,45.2034636971726,0,96.8769211995352,572.220282381403,236.911772823148,142.209860491166,22.320382696264,1366.75596620062,68992.1609580889
716,750004566,75116,62,751166203,H,Muette 3,41403.41697254,33798.18197886,41403.41697254,Paris,T1,751166203,751166203,75,00851,75116,Paris 16e Arrondissement,Muette 3,H,00,1,5.41349119325,1340.08036098541,925.646061874765,69.0739218948109,817.649691366656,61.0149745620782,884.682997447425,402.816408309336,45.5322877767044,0,104.746233271459,558.435546751775,121.850892676136,105.177115668626,25.8945537208714,1116.54754492116,54129.5677171334
717,750004555,75116,62,751166204,H,Muette 4,48429.25411035,42994.22293215,48429.25411035,Paris,T1,751166204,751166204,75,00851,75116,Paris 16e Arrondissement,Muette 4,H,00,1,6.6593311256,1452.83759755765,1011.8442689946,69.6460685417007,905.645205258362,62.3363001329833,937.053863631712,454.15327766419,48.46608026395,0,97.1295052357934,521.4773010985,154.690630928825,175.988097423034,41.7734906441731,1112.14554947581,66586.8323737351
718,750004534,75116,62,751166205,H,Muette 5,41226.5977053,40868.03394003,40868.03394003,Paris,T1,751166205,751166205,75,00851,75116,Paris 16e Arrondissement,Muette 5,H,00,2,5.89009044651,1209.63002294391,812.346853940555,67.1566378588657,729.664195282381,60.321270259693,784.640299135266,363.38318095835,46.3120720868946,0,90.7055388643273,414.788867090681,152.726797113112,128.682235920254,12.668023193357,1279.24990454655,58895.2772511645
719,750004513,75116,62,751166206,H,Muette 6,85527.10538229,44116.46853452,50071.19221846,Paris,T1,751166206,751166206,75,00851,75116,Paris 16e Arrondissement,Muette 6,H,00,1,12.7239097294,1120.36655095443,728.335301603442,65.0086617619011,661.458882385497,59.0395064741987,719.969203805729,292.335597844342,40.6039030973919,3.23138917281132,52.6905406242451,329.563712018725,153.221167312122,169.264664355009,16.1330476095697,1963.98063979208,127227.032790535
