OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_POP1564,P12_ACT1564,TX12_ACT1564,P12_ACTOCC1564,TX12_ACTOCC1564,C12_ACTOCC15P,C12_ACTOCC15P_TCOM,TX12_ACTOCC15P_TCOM,C12_ACT1564_CS1,C12_ACT1564_CS2,C12_ACT1564_CS3,C12_ACT1564_CS4,C12_ACT1564_CS5,C12_ACT1564_CS6,SHAPE_Length,SHAPE_Area
1820,930003768,93010,,930100301,H,La Mare à La Veuve,369163.98935254,220696.25903972,332069.10075064,Est Ensemble,T8,930100301,930100301,93,00851,93010,Bondy,La Mare à la Veuve,H,00,1,43.8335303674,1278.94812771966,1004.5188000529,78.5425755963959,844.534593481551,66.0335298341882,849.856775447739,365.561466054205,43.0144792175849,0,46.1943956638902,157.016205748584,303.993717304643,295.356872134248,177.081166958871,2798.09867269978,438320.365800053
1821,930002010,93010,,930100302,H,La Remise à Jorelle,285844.79165106,204315.02753949,278269.51284305,Est Ensemble,T8,930100302,930100302,93,00851,93010,Bondy,La Remise à Jorelle,H,00,1,34.8898415021,2878.17449203811,2275.72083207855,79.0682023752861,1920.12546335063,66.7133097267825,1931.86572578597,990.607289503802,51.2772330023494,0,115.513075923031,273.338337710654,559.830680720103,812.176579046692,469.960072821192,3715.9635292668,348887.552564092
1822,930002008,93010,,930100303,H,Le Vieux Château,170158.49990565,150079.37270716,169215.64056201,Est Ensemble,T8,930100303,930100303,93,00851,93010,Bondy,Le Vieux Chateau,H,00,1,19.952771321,1515.42380969983,1070.86628845444,70.6644756140233,870.01210961753,57.410481744368,875.121232792026,506.91039976656,57.9245915619359,0,29.3400311607565,164.214153631165,283.211536101457,391.078101430405,186.291922627914,2304.50241735636,199522.924847073
1823,930001905,93010,,930100304,H,Le SauLe Blanc,143090.84828935,127504.21459988,137039.87299192,Est Ensemble,T8,930100304,930100304,93,00851,93010,Bondy,Le Saule Blanc,H,00,1,17.8938554175,1678.87462397212,1190.01626176477,70.8817826401628,848.741829799049,50.5542115938934,866.388606419656,455.828262663256,52.6124488809892,0,36.1871820249406,64.7729978723464,203.574742565851,439.153419372553,398.892205757653,1724.28418198098,178934.629376423
1824,930001906,93010,,930100305,H,Les Courts Sillons,261339.67428389,236388.00065297,261339.67428389,Est Ensemble,T8,930100305,930100305,93,00851,93010,Bondy,Les Courts Sillons,H,00,1,31.5460526204,1674.49236228955,1257.08726919273,75.0727383118009,1111.96081560591,66.4058457743879,1117.4427975431,431.500300647576,38.6149789140266,3.11205590138832,60.6165017475426,203.958281677039,395.811728510401,316.622159015415,246.472172351416,2696.06549425377,315452.522123811
1825,930001911,93010,,930100401,H,Les Friches,211879.80252631,201700.74750001,201700.74750001,Est Ensemble,T8,930100401,930100401,93,00851,93010,Bondy,Les Friches,H,00,1,25.9477292774,1653.83422704176,1215.69312286851,73.5075561377781,971.090187773498,58.717504565769,985.797678598098,384.871615846791,39.0416435544986,0,56.0215584515736,99.696709147112,284.026213857073,429.711390709839,302.524509663398,3209.9204089592,259473.244364933
1826,930000747,93010,,930100402,H,La Martraye,129893.08691064,92862.04126828,101729.71489494,Est Ensemble,T8,930100402,930100402,93,00851,93010,Bondy,La Martraye,H,00,1,14.9703590351,1326.69778155604,974.338147885825,73.4408515210643,735.519775690882,55.4398888666427,741.059749415395,431.979320621596,58.2921041066358,0,46.9012072747101,47.4605939996448,189.59268967655,372.580420929688,259.866049925033,1560.76978115564,149701.488330101
1827,930001960,93010,,930100403,H,Les Flèches,99738.58448526,71206.43791949,92664.04817558,Est Ensemble,T8,930100403,930100403,93,00851,93010,Bondy,Les Fleches,H,00,1,12.5940648817,1339.19734797476,1001.36434383909,74.7734712403239,722.041741913233,53.9160074506691,729.808045768247,394.899481226119,54.1100476373099,0,37.6051104518868,56.1063490424542,204.283695073176,384.167980848292,280.172875591946,1673.03045961123,125939.818557942
1828,930001912,93010,,930100404,H,La Ferme,286337.19532114,122677.5161033,275756.55252937,Est Ensemble,T8,930100404,930100404,93,00851,93010,Bondy,La Ferme,H,00,1,33.4097306795,1766.80242611867,1364.0106624977,77.2022181050644,1143.9814996302,64.7486941787436,1155.66226871081,618.95838114426,53.5587600203245,0,44.1364772618701,132.145708970452,330.10499179263,519.559865701512,318.431247724188,2840.66741219777,334095.463095815
1829,930001910,93010,,930100405,H,Fosse de La Regale,249173.53925688,205021.3116414,239572.48171596,Est Ensemble,T8,930100405,930100405,93,00851,93010,Bondy,Fosse de la Regale,H,00,1,30.2567113671,1603.43890394101,1157.51035834192,72.189239982698,968.116351117259,60.3775016770376,982.783192858277,384.468322618393,39.1203599544906,0,78.5768089562483,86.3650719255525,274.467119167507,376.299418166426,305.674417013122,3383.82141714899,302564.520283915
1830,930002076,93013,,930130101,A,Parc Exposition,243067.22001361,190376.2913297,197506.58871008,Territoire des aéroports,T7,930130101,930130101,93,00851,93013,Le Bourget,Parcexpo,A,00,3,32.0619422498,71.9653002737438,60.8937156162447,84.6153846153846,49.8221309587457,69.2307692307692,55.3579232874952,22.1431693149981,40,0,0,27.6789616437476,22.1431693149981,5.53579232874952,5.53579232874952,2900.89485810786,320639.902480625
1831,930002078,93013,,930130102,H,Stade Eglise,290939.15088337,195954.7778561,256420.17439836,Territoire des aéroports,T7,930130102,930130102,93,00851,93013,Le Bourget,Stade Eglise,H,00,1,34.8561995212,1423.13863120498,963.638337719657,67.7121902666457,771.3979235021,54.2039901516095,778.914654123736,386.623482449024,49.6361803442983,0,65.6818938009456,93.0295192297817,210.250247367891,314.766957556684,244.414431457562,3568.29082950724,348581.112423417
1832,930000753,93013,,930130103,H,Baudouin République,127402.14671544,121154.51488894,123981.12969045,Territoire des aéroports,T7,930130103,930130103,93,00851,93013,Le Bourget,Baudouin Republique,H,00,1,16.8380136,1531.26172928401,1147.2847179794,74.924142361727,934.306496015277,61.0154670587986,947.057634224073,508.694345702986,53.713135011024,0,63.8551037796868,138.874415918979,239.13855889455,332.693114391957,331.933879915605,1716.85247203827,168389.006362232
1833,930000754,93013,,930130104,H,Guynemer Gai Logis,137294.93023889,84407.27414258,135282.40166023,Territoire des aéroports,T7,930130104,930130104,93,00851,93013,Le Bourget,Guynemer Gai Logis,H,00,1,15.8258615256,1281.26930289757,986.725582106349,77.0115681281745,758.421842036395,59.193008083565,769.359004277251,330.982224307726,43.0205174005412,0,35.8734260454914,58.1006850662322,185.594502413965,372.168766399474,301.434579276721,2344.23304502351,158267.15177769
1834,930000755,93013,,930130105,H,L'Etang,439412.16687152,135621.27527147,428670.87541359,Territoire des aéroports,T7,930130105,930130105,93,00851,93013,Le Bourget,l'Etang,H,00,1,48.4863550716,1531.42686450114,1234.39724509985,80.6043875625727,1064.61757196326,69.5180159524015,1077.59333775382,523.909940981928,48.6185207931952,4.3952840887461,32.1988034227706,216.605850802579,324.948104542195,357.737383395318,268.512170547094,3393.99573454066,484887.376177247
1835,930000756,93013,,930130106,H,Gare,211435.28030252,123030.37355564,209890.65903663,Territoire des aéroports,T7,930130106,930130106,93,00851,93013,Le Bourget,Gare,H,00,1,26.3156561465,2164.711880932,1689.47238772147,78.0460625085164,1395.4123331669,64.4618041531751,1402.76717999234,739.748912624204,52.7349743546354,0.94754280045509,84.2152321981956,219.52062695962,452.120374412365,529.669848993608,349.912118695349,4225.39713452344,263168.204553735
1836,930002079,93013,,930130107,H,Bienvenue Rigaud,277283.87289258,124255.41379113,275128.65366825,Territoire des aéroports,T7,930130107,930130107,93,00851,93013,Le Bourget,Bienvenue Rigaud,H,00,1,34.3427368082,2238.05416717234,1269.77749957543,56.7357804918423,1021.97958788085,45.6637557245573,1095.58316115267,483.291033338295,44.1126744618656,0,61.2341788681021,154.352179132947,334.890557203206,407.332350570603,292.147327140924,3341.34216766806,343442.900327496
1837,930000758,93014,,930140101,D,Parc Departemental,863803.10465001,26610.08367483,23247.27068303,Grand-Paris Est,T9,930140101,930140101,93,00851,93014,Clichy-sous-Bois,Parc Departemental,D,00,3,93.0730097616,,,,,,,,,,,,,,,4665.28638762631,930743.592219023
1838,930000759,93014,,930140102,H,0102,29697.36054085,29697.36054085,26005.26929116,Grand-Paris Est,T9,930140102,930140102,93,00851,93014,Clichy-sous-Bois,Iris 1,H,00,2,3.69423695805,527.969155135389,279.309884553815,52.9026898327404,191.736701775985,36.3158907885097,196.115360914877,104.163518998156,53.1133912775797,0,25.3476544981099,0,35.0292731111317,78.8158645000463,135.738433305635,848.760814433196,36942.3854488561
1839,930000760,93014,,930140103,H,0103,217161.29569333,103614.76173125,192687.42166203,Grand-Paris Est,T9,930140103,930140103,93,00851,93014,Clichy-sous-Bois,Iris 2,H,00,2,27.7498231425,1800.37747643553,1031.38028558076,57.2868911703302,662.030001107138,36.771733137756,669.966991983201,321.148734923962,47.93500855517,0,32.4383693849487,22.450981066755,132.738321586994,372.650876665304,416.349615131034,2848.06810308931,277497.445804645
1840,930000761,93014,,930140104,H,0104,77928.88291701,75391.27071541,76427.34989645,Grand-Paris Est,T9,930140104,930140104,93,00851,93014,Clichy-sous-Bois,Iris 3,H,00,1,9.23964260718,2522.44368687811,1456.62838495492,57.7467157158902,886.469833690202,35.1432953013646,892.816638138522,476.618028605111,53.3836409678516,0,39.5908049168307,13.4246844616207,143.522695685749,573.338751324766,596.459387340503,1392.41144056932,92396.1616136576
1841,930001775,93014,,930140105,H,0105,42832.01868218,42738.50359355,42738.50359355,Grand-Paris Est,T9,930140105,930140105,93,00851,93014,Clichy-sous-Bois,Iris 4,H,00,2,5.01762782458,1381.8085793523,786.461314503077,56.9153590630998,506.440563691115,36.6505586416682,516.934925839218,356.410814543666,68.9469402681684,0,42.1868859379028,6.55686386473941,66.9081346352764,331.300981367794,312.740029493417,1130.38888376938,50176.4183524346
1842,930001774,93014,,930140106,H,0106,167322.98169161,148719.40567456,155497.30575121,Grand-Paris Est,T9,930140106,930140106,93,00851,93014,Clichy-sous-Bois,Iris 5,H,00,1,20.2421021307,1876.80386886243,1300.12565386066,69.2733894804198,1071.36410993532,57.0845002884982,1074.3540332534,505.66397932046,47.0667921066195,0,28.6076898900915,32.2147642248858,263.596532284851,540.393835653957,418.604198870066,2162.30594287024,202422.746821474
1843,930000764,93014,,930140107,H,0107,362572.73310957,351740.249504,360196.70009257,Grand-Paris Est,T9,930140107,930140107,93,00851,93014,Clichy-sous-Bois,Iris 6,H,00,1,43.3946443372,1647.03972049515,1171.24650907756,71.1122199727788,1020.67735083792,61.970415050529,1033.78148488808,283.30725297349,27.404945543609,0,106.160547444507,137.077439816116,258.301401957644,402.197094434919,252.296784946159,3944.01120077144,433941.671336515
1844,930000765,93014,,930140108,H,0108,680109.06338456,270399.50804429,411241.08151804,Grand-Paris Est,T9,930140108,930140108,93,00851,93014,Clichy-sous-Bois,Iris 7,H,00,1,76.9277419805,1329.99861805891,999.906293093442,75.1810024098202,881.108923036014,66.2488600418222,882.454931141796,262.667057887139,29.7654926747679,0,70.8045227943695,92.036524537942,290.959318608942,295.165148835695,226.172943699474,4583.17333932186,769275.231298084
1845,930001850,93014,,930140109,H,0109,50227.13685524,28542.41294743,40980.87521989,Grand-Paris Est,T9,930140109,930140109,93,00851,93014,Clichy-sous-Bois,Iris 8,H,00,1,7.41963853766,1705.53344213952,991.549605628694,58.137212741184,675.424173295639,39.6019307864375,676.587032751237,439.72475026213,64.9916018156684,0,68.8260540008773,23.9345110298911,60.9863633206091,315.973047234924,464.841189245989,1284.46276999944,74196.6572817159
1846,930000767,93014,,930140110,H,0110,154577.91238342,124264.28174917,88715.85856472,Grand-Paris Est,T9,930140110,930140110,93,00851,93014,Clichy-sous-Bois,Iris 9,H,00,2,18.8632085223,1933.53876907217,1186.81984056834,61.3807108268042,891.05883266492,46.0843530482973,893.776025900101,497.166919944158,55.6254481589471,0,76.9312356370043,23.3031224747722,118.003857924542,414.043149682887,493.972493268188,1976.10001167228,188632.611408593
1847,930001843,93014,,930140111,H,0111,194094.83973685,77966.79696884,114573.23537354,Grand-Paris Est,T9,930140111,930140111,93,00851,93014,Clichy-sous-Bois,Iris 10,H,00,1,21.7026171272,1244.24915625351,729.54011314856,58.6329602461005,572.022506174562,45.9733087460512,580.637461998386,308.055113470212,53.0546397075338,0,37.8306632505201,25.9633667136345,53.1010809097854,290.612317869822,276.912193222288,1958.22569025314,217028.281601217
1848,930001842,93014,,930140112,H,0112,449228.21436519,360246.10607883,375676.76276913,Grand-Paris Est,T9,930140112,930140112,93,00851,93014,Clichy-sous-Bois,Iris 11,H,00,1,53.4368394287,2027.03416471152,1318.18866851933,65.0304119914489,1115.80729867522,55.0462995691056,1121.18528614183,405.504657564919,36.1674972528691,3.00629644183674,98.3675319052621,99.1659266098083,245.683654065333,527.140205627995,311.414351225628,3751.48601488535,534376.657015908
1849,930001852,93014,,930140113,H,0113,116256.26350978,106990.01734833,106990.01734833,Grand-Paris Est,T9,930140113,930140113,93,00851,93014,Clichy-sous-Bois,Iris 12,H,00,1,14.5431951862,1726.7248323883,1135.01177273907,65.7320582555817,902.936673981117,52.2918682261741,919.223069955767,415.818507581188,45.2358650660494,0,63.5492384197116,37.1464099818076,211.02604945394,346.425734951672,427.146209424439,2091.37824332812,145432.6119771
1850,930000771,93015,,930150000,H,Coubron,3870015.54715632,843289.94016486,1483993.58084917,Grand-Paris Est,T9,930150000,930150000,93,00851,93015,Coubron,Coubron (commune non irisée),Z,00,5,418.833210034,3204.30617033532,2362.34193786476,73.7239768076703,2180.75305323446,68.0569501573643,2319.52183362143,543.851489515116,23.446707059705,0,90.5733442862248,492.085834522864,847.014988665686,675.796609168013,346.16133102702,11037.1802736876,4189088.03627062
1851,930002115,93027,,930270101,A,Zone Industrielle,1516477.6421341,134337.28637676,1406032.81585695,Plaine Commune,T6,930270101,930270101,93,00851,93027,La Courneuve,Zone Industrielle,A,00,3,181.494131183,754.938077498426,348.124771283293,46.1130232610395,238.27890611465,31.5627086799245,238.27890611465,154.314104855747,64.7619662906698,0,51.819441231232,6.01805834234903,20.8306244618847,120.170392243114,126.137579485773,9847.91782792122,1815011.49624952
1852,930002108,93027,,930270102,D,Parc Départemental,2315374.04205877,138624.42237461,419909.50546607,Plaine Commune,T6,930270102,930270102,93,00851,93027,La Courneuve,Parc Departemental,D,00,3,265.201034625,1.25878571778842,1.25878571778842,100,1.25878571778842,100,1.25878571778842,0,0,0,0,0,0,1.25878571778842,0,7328.69290111382,2652168.88841549
1853,930004901,93027,,930270103,A,Zone Industrielle,232059.93349725,88285.25919777,216472.72200056,Plaine Commune,T6,930270103,930270103,93,00851,93027,La Courneuve,Mairie,H,00,1,29.5198919697,1629.63570839605,1122.80231825253,68.8989761618339,846.333346917146,51.933898021303,849.000019047995,503.244418859349,59.2749596665086,0,48.456937928374,82.0029703155219,274.977370258227,392.113638768569,270.002560464207,2510.26952099056,295208.521241127
1854,930002119,93027,,930270104,H,Convention,164674.00591294,115833.98993872,150801.00732774,Plaine Commune,T6,930270104,930270104,93,00851,93027,La Courneuve,Convention,H,00,1,19.6101952753,2340.32964149804,1623.81261875591,69.3839273734322,1258.16052221985,53.7599703866719,1262.37406786707,828.147422993502,65.6023792054565,0,62.3344228267651,86.3537757636673,225.416075904795,591.997324188928,603.513985283405,2054.96665226423,196109.278340951
1855,930004904,93027,,930270105,H,AnatoLe France,335198.18821943,236707.01332084,320442.52367369,Plaine Commune,T6,930270105,930270105,93,00851,93027,La Courneuve,Anatole France,H,00,1,40.774918123,2308.0419732428,1698.43659397689,73.5877689256483,1295.76389870559,56.1412623222374,1300.14022087071,844.36126560815,64.943861596919,0,69.840191089466,97.2810464713565,256.460835043707,729.028770088706,504.179693809278,3294.32885568591,407759.550587664
1856,930002139,93027,,930270109,H,Francs Tireurs Zola,242305.51051542,148585.52880084,233280.74175318,Plaine Commune,T6,930270109,930270109,93,00851,93027,La Courneuve,Francs Tireurs Zola,H,00,1,33.356717096,2504.29171751636,1831.63586146965,73.1398761836812,1448.8648598289,57.8552749943133,1456.15039733394,900.116851274407,61.8148271581306,0,56.7920979080864,158.889445781028,345.910686702609,658.923631858273,530.369449701613,2923.24248355649,333575.257527313
1857,930002138,93027,,930270110,H,Braque Orme Seul,163221.20616235,93159.1705257,161798.65112069,Plaine Commune,T6,930270110,930270110,93,00851,93027,La Courneuve,Braque Orme Seul,H,00,1,19.7047964588,1512.11563319826,1004.56922894916,66.434683095261,726.4155063669,48.0396796659304,726.4155063669,544.83060757491,75.0026125267934,0,12.4566413872569,26.5218236953066,209.696412550146,419.528007778081,293.155807435552,1948.93585240907,197053.733304538
1858,930002123,93027,,930270111,H,La Tour,119333.72305713,102245.26529734,100178.14648574,Plaine Commune,T6,930270111,930270111,93,00851,93027,La Courneuve,La Tour,H,00,2,16.2498850609,2677.09259465861,1598.34406964108,59.7044746539634,1048.31463911878,39.1586992997703,1051.24339944898,678.07966147588,64.5026320099893,0,47.115472814844,57.2255516304095,283.364194896202,620.270438768536,497.860797821578,1956.21421240324,162504.759149512
1859,930002127,93027,,930270113,H,6 Routes,233149.26321534,99552.80861798,179557.83803726,Plaine Commune,T6,930270113,930270113,93,00851,93027,La Courneuve,6 Routes,H,00,1,29.9958940411,2237.20966140725,1538.61772189916,68.7739619777671,1222.60482548438,54.6486476692282,1237.06727190703,697.831475494515,56.410147721292,1.10062562309324,103.939154972126,72.3247227798313,173.643071291315,571.952203571594,528.595816480373,2849.50241338363,299971.100247221
1860,930002121,93027,,930270114,H,Verlaine,156503.85134156,126608.09087359,138234.67965131,Plaine Commune,T6,930270114,930270114,93,00851,93027,La Courneuve,Verlaine,H,00,1,20.7232525119,2499.60162537122,1675.96678968111,67.0493558921495,1234.86311928053,49.4023970358533,1251.46934747732,716.242343298495,57.2321123759268,0,57.6477394308341,48.1820128827692,243.217860875102,715.868000368096,531.979665997198,2428.30148994135,207241.49270532
1861,930002120,93027,,930270115,H,Quinet Cachin,308839.42246191,173592.90064539,282196.99215574,Plaine Commune,T6,930270115,930270115,93,00851,93027,La Courneuve,Quinet Cachin,H,00,1,38.1147508055,2206.30475478823,1425.91525662784,64.629115879538,1005.94005063455,45.5938849087557,1015.97152445476,576.079119906882,56.7022899796375,0,88.0612469661046,48.0694426415888,174.794233926294,555.858704470109,490.882231046071,3244.23550250005,381163.865628778
1862,930000783,93027,,930270117,H,Rateau,183624.63060373,175088.6085209,181443.64224635,Plaine Commune,T6,930270117,930270117,93,00851,93027,La Courneuve,Rateau,H,00,1,23.9958980044,2531.03868274843,1669.46161036503,65.9595454523901,1268.21593790246,50.1065411029322,1268.21593790246,826.356110704892,65.1589438366174,0,116.571841243701,88.0737893647945,260.452424446862,606.268596718622,532.915156566572,2517.36308708761,239965.789967878
1863,930000784,93027,,930270118,H,P V Couturier,192717.74354996,183180.50822936,190854.82288577,Plaine Commune,T6,930270118,930270118,93,00851,93027,La Courneuve,P v Couturier,H,00,1,23.9514073813,2357.35914849808,1638.82290802863,69.5194412388439,1001.66781958134,42.4910994245202,1005.84307191734,695.757742492706,69.1715996180651,0,112.448580251771,63.4813870308038,149.472369049363,582.338645497498,677.701692432555,2414.23054777485,239519.606987497
1864,930000785,93027,,930270119,H,Moulin Neuf,56239.54863889,47363.67371702,54116.15078433,Plaine Commune,T6,930270119,930270119,93,00851,93027,La Courneuve,Moulin Neuf,H,00,1,7.86259335514,1238.8763528888,851.474573477302,68.7295847960809,604.975964985244,48.8326347964079,604.975964985244,358.174224471582,59.2047031951622,0,41.5810229271445,57.9686739118838,159.866143182776,332.88913208222,215.046712731521,1135.65063143112,78628.5781071454
1865,930001971,93029,,930290101,H,Economie 1,514627.50678135,201833.58268481,514121.33284274,Territoire des aéroports,T7,930290101,930290101,93,00851,93029,Drancy,Economie 1,H,00,1,58.060740942,1834.32018910051,1285.70638344948,70.0917097837726,1080.0943357861,58.8825409110141,1095.20394896619,593.264436190595,54.1693112730832,0,111.972657545764,88.3677977519726,206.973418346248,422.305759002412,415.937188114008,3687.50522563781,580634.009656862
1866,930000787,93029,,930290102,H,Economie 2,299105.50215175,286959.14563256,299105.50215175,Territoire des aéroports,T7,930290102,930290102,93,00851,93029,Drancy,Economie 2,H,00,1,35.2745686786,1857.21985248134,1319.08271100425,71.024585982208,1079.7693934433,58.1390184904966,1087.76299553877,423.800082717455,38.9607004885791,0,95.431273257512,195.886376560589,286.039565115436,397.094028042979,292.70515464997,2443.85354234204,352764.444142362
1867,930000788,93029,,930290201,H,Les Oiseaux 1,385164.92471825,203196.28898816,384290.56455823,Territoire des aéroports,T7,930290201,930290201,93,00851,93029,Drancy,Les Oiseaux 1,H,00,1,44.2077705871,1804.60522750429,1351.37756943005,74.8849415281238,1167.93598684334,64.7197497293386,1171.9462386127,479.222151541443,40.8911378143698,0,80.2003854966117,133.007698491363,376.145306728019,355.648884041631,381.415192784504,3977.9280925151,442095.75663867
1868,930000789,93029,,930290202,H,Les Oiseaux 2,268942.23613711,216703.9180536,226266.49272908,Territoire des aéroports,T7,930290202,930290202,93,00851,93029,Drancy,Les Oiseaux 2,H,00,1,31.8553140624,1337.70303608476,972.94570101998,72.7325628166052,807.439058695512,60.3601125896191,818.716690878324,344.803397653066,42.1151054442483,0,63.4190762677619,104.550028816663,250.826535460461,304.874394403462,235.059807338145,2847.47898533474,318563.872797395
1869,930000790,93029,,930290203,H,Les Oiseaux 3,303906.52050676,221563.30975187,303638.02755834,Territoire des aéroports,T7,930290203,930290203,93,00851,93029,Drancy,Les Oiseaux 3,H,00,1,36.010071158,1619.88408186711,1179.43749001387,72.8099932097875,1016.15557382551,62.7301413230917,1020.29896431218,355.488991558448,34.8416497509723,3.54523045270125,64.6199681001648,169.600310892906,316.621299406915,362.227023532407,246.862704818519,2857.67993298023,360112.213416743
1870,930000791,93029,,930290301,H,La Muette 1,131291.90626717,129496.98874439,129496.98874439,Territoire des aéroports,T7,930290301,930290301,93,00851,93029,Drancy,La Muette 1,H,00,1,16.1243854734,1627.39199996855,1331.80596480428,81.8368263350207,1182.9232245996,72.6882782158486,1189.52700424719,462.642359079051,38.8929681652618,0,63.9588180408867,144.202190985165,362.48458702507,454.397824835076,285.657670571229,1738.85565622498,161247.955064812
1871,930000792,93029,,930290302,H,La Muette 2,144478.69300432,71632.52823255,130505.51856299,Territoire des aéroports,T7,930290302,930290302,93,00851,93029,Drancy,La Muette 2,H,00,2,17.0490978229,1419.62125752382,1186.52616957731,83.5804735445365,1006.64609655051,70.9094831607666,1026.8043583405,435.950250224627,42.4569925793069,0,4.10423121368448,75.5624410096921,349.184921467831,529.565196813862,202.744245322951,1744.27241944676,170494.502741358
1872,930001983,93029,,930290401,H,Village Parisien 1,243227.31341471,227183.72528521,236582.13224949,Territoire des aéroports,T7,930290401,930290401,93,00851,93029,Drancy,Village Parisien 1,H,00,1,28.9072992932,1678.63491939613,1117.64102811445,66.5803514034192,882.891122216957,52.5957795834824,894.397646093079,329.881424804369,36.8830828485922,0,50.5022403738719,60.665773198455,225.450970385935,414.93128942267,338.541798593822,2785.93511976239,289078.220339522
1873,930000794,93029,,930290402,H,Village Parisien 2,161477.76373529,161477.76373529,161477.76373529,Territoire des aéroports,T7,930290402,930290402,93,00851,93029,Drancy,Village Parisien 2,H,00,2,19.6197372176,1489.04562622378,1041.55949378974,69.9481248557261,798.298131069094,53.6113949102807,805.551549856639,355.352844854311,44.1129863033038,0,57.3937305079165,72.4184643271966,214.597729002081,393.545792908231,265.11347627912,2451.4122638947,196200.062026576
1874,930001982,93029,,930290403,H,Village Parisien 3,140462.04487131,128618.24171518,139772.82531895,Territoire des aéroports,T7,930290403,930290403,93,00851,93029,Drancy,Village Parisien 3,H,00,1,18.3265641661,1525.2279224925,1093.59649429582,71.7005293548967,848.958433977409,55.66108654699,857.413730526191,358.862828665417,41.8541033212968,0,41.4340642028975,47.2235505393157,197.316235588732,474.923172389025,303.478234726528,2216.36178153332,183269.227742545
1875,930000796,93029,,930290501,H,La Mare 1,239292.86799428,232395.85176122,239275.76991219,Territoire des aéroports,T7,930290501,930290501,93,00851,93029,Drancy,La Mare 1,H,00,1,29.8609516916,1478.1430061268,1052.1501670111,71.1805395452273,895.000651893023,60.5489893862303,905.257825166972,299.312339882171,33.0637672010142,0,60.0700088841478,81.6685256817728,270.651902771677,342.706111748853,278.959497743617,3175.81670007596,298612.516522838
1876,930001990,93029,,930290502,H,La Mare 2,219991.69624569,201880.31507358,219899.27292002,Territoire des aéroports,T7,930290502,930290502,93,00851,93029,Drancy,La Mare 2,H,00,1,26.7780321311,1441.14841689086,1053.90374424906,73.1294384323554,808.371755700019,56.0921932970655,818.820362252832,313.789322032182,38.322120027505,0,86.9128484429065,119.979700484411,209.942829632899,303.431311654868,295.166112092942,2418.23649194704,267783.735196527
1877,930000798,93029,,930290503,H,La Mare 3,198469.53418764,192614.19461145,198468.77365878,Territoire des aéroports,T7,930290503,930290503,93,00851,93029,Drancy,La Mare 3,H,00,1,24.3237771653,1483.13987547378,1085.02708510873,73.1574346460157,893.351136556206,60.2337750693155,901.185670073576,315.316720793557,34.9890961723585,0,59.5601830345836,107.766676747572,227.303224272831,388.057051333352,259.651261490942,2381.25826120603,243241.782141923
1878,930001980,93029,,930290601,H,Vieux Drancy 1,170007.39236583,83146.11788137,101078.13630698,Territoire des aéroports,T7,930290601,930290601,93,00851,93029,Drancy,Vieux Drancy 1,H,00,1,20.3866614213,1332.23327714816,950.486804193777,71.345373253882,790.044493415329,59.3022638727759,801.906742177691,335.084720219874,41.7859961259216,0,41.5995222639929,56.0256564992001,175.325920552496,438.381122713567,233.112745472161,2258.13181669213,203872.720468005
1879,930000800,93029,,930290602,H,Vieux Drancy 2,142869.97123777,135992.49941991,141811.05430185,Territoire des aéroports,T7,930290602,930290602,93,00851,93029,Drancy,Vieux Drancy 2,H,00,1,17.7301214284,2287.00804410344,1644.65125949049,71.9127885767989,1344.08545785578,58.7704735591648,1358.56256010442,582.69269415981,42.890383650424,0,74.7592959492215,87.5065787442871,365.948160505494,647.733574012906,418.594372793957,1856.10303462837,177305.93042343
1880,930000801,93029,,930290603,H,Vieux Drancy 3,231281.23572461,231281.23572461,231281.23572461,Territoire des aéroports,T7,930290603,930290603,93,00851,93029,Drancy,Vieux Drancy 3,H,00,1,29.0254218847,2308.96717870547,1773.35106470023,76.8027835585979,1504.54329110977,65.1608782050033,1516.01178662656,707.906824089244,46.6953377496148,0,105.036101294266,199.063259971369,408.105989518743,672.457326506547,350.020496859979,2450.29397158943,290260.689022894
1881,930000802,93029,,930290604,H,Vieux Drancy 4,204812.73276879,200700.57083189,204793.81311252,Territoire des aéroports,T7,930290604,930290604,93,00851,93029,Drancy,Vieux Drancy 4,H,00,1,25.0133627989,1450.52037965409,1048.98238827748,72.3176594407887,897.733823192296,61.890466055112,900.733819828428,313.813281382885,34.8397356105336,3.61732343981101,21.9269271559113,94.1076195553975,279.823181224845,326.897674176286,287.925464000895,2795.30851505689,250140.32128015
1882,930002065,93029,,930290701,H,Petit Drancy 1,109792.51312591,95360.9595338,101300.17166779,Territoire des aéroports,T7,930290701,930290701,93,00851,93029,Drancy,Petit Drancy 1,H,00,1,13.7108948358,1365.96300919511,926.416617104449,67.8215010851823,641.313265991725,46.9495338947442,644.767240038074,329.899249730387,51.1656345491292,0,42.1196777845927,48.9436028494101,200.080791496233,307.834904202187,311.220557663286,2193.06250097289,137110.66328145
