OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_RP_VOIT1P,TX12_RP_VOIT1P,C12_MEN,C12_MENPSEUL,TX12_MENPSEUL,C12_NE24F1,C12_NE24F2,C12_NE24F3,C12_NE24F4P,C12_NE24F,TX12_NE24F,SHAPE_Length,SHAPE_Area
686,750004323,75116,63,751166307,H,Porte Dauphine 7,90891.29624199,82728.43231737,90800.49687701,Paris,T1,751166307,751166307,75,00851,75116,Paris 16e Arrondissement,Porte Dauphine 7,H,00,1,11.8586141636,787.639607122039,,1298.80503996172,509.491246590577,39.2276924491758,133.988888783779,145.788852882783,114.522230963456,37.8247342390089,432.124706869027,33.2709447202149,1414.25971239893,118577.41091543
687,750004336,75116,63,751166308,H,Porte Dauphine 8,70245.87436184,66440.78366775,70132.17620381,Paris,T1,751166308,751166308,75,00851,75116,Paris 16e Arrondissement,Porte Dauphine 8,H,00,2,9.43633871776,751.678597789301,,1528.57501229911,868.599429159552,56.8241284968475,111.038957056561,108.087295257965,39.5880758706236,6.53483995447842,265.249168139628,17.3527086342115,1318.40506264871,94356.344552437
688,750004304,75116,63,751166309,H,Porte Dauphine 9,55383.51941041,54201.41323385,55285.68025519,Paris,T1,751166309,751166309,75,00851,75116,Paris 16e Arrondissement,Porte Dauphine 9,H,00,2,7.60701462525,603.251380957875,,996.773446881932,453.026261326994,45.4492706185275,137.633981915357,107.225518186636,28.7386451212895,6.8725131633074,280.47065838659,28.1378541196043,1409.33216248394,76064.8390279204
689,750004258,75116,63,751166310,H,Porte Dauphine 10,94222.34837762,59019.27238113,61291.83443942,Paris,T1,751166310,751166310,75,00851,75116,Paris 16e Arrondissement,Porte Dauphine 10,H,00,2,15.4956057464,520.138118563421,,841.687719991282,371.638199357747,44.1539291272535,117.072051903926,91.7184667410144,33.6931069624311,14.8720952339689,257.35572084134,30.5761525003603,1770.33973009264,154945.777912389
690,750004234,75116,63,751166311,H,Porte Dauphine 11,56606.52950695,55740.04161808,56549.69786317,Paris,T1,751166311,751166311,75,00851,75116,Paris 16e Arrondissement,Porte Dauphine 11,H,00,1,7.8739177481,512.402359351405,,868.412417724138,375.410362649812,43.2295019034453,101.187573016374,81.6018578777908,43.1421571277002,7.70258436110786,233.634172382973,26.9035964496295,1286.97728207874,78734.2561207327
691,750004870,75116,63,751166377,D,Bois de Boulogne,1557811.25927847,80442.17749118,199699.91446688,Paris,T1,751166377,751166377,75,00851,75116,Paris 16e Arrondissement,Bois de Boulogne,D,00,3,184.786526478,6.69910853950317,,10.5075661746346,3.80845763513141,36.2449074489303,1.03249095887286,2.06498191774572,0,0,3.09747287661858,29.4784998270668,6305.09058240442,1847746.59233862
692,750004361,75116,64,751166401,H,Chaillot 1,89872.23685611,52417.97855112,78063.45839272,Paris,T1,751166401,751166401,75,00851,75116,Paris 16e Arrondissement,Chaillot 1,H,00,3,14.4894266768,518.967714039167,,872.355596747659,391.150624754808,44.8384381567685,132.07684422797,77.8529336230385,31.6119283892002,18.768559862653,260.310266102862,29.8399261807178,2178.15664260594,144882.545805741
693,750004325,75116,64,751166402,H,Chaillot 2,84878.25021136,76454.63079313,83962.90464597,Paris,T1,751166402,751166402,75,00851,75116,Paris 16e Arrondissement,Chaillot 2,H,00,3,13.2047272084,645.614816767722,,1155.7107973066,584.92731762262,50.6119107812957,103.290122883098,114.136748998384,25.9556257989443,9.44248785605293,252.82498553648,21.8761463616755,2109.86429262515,132037.117120364
694,750004355,75116,64,751166403,H,Chaillot 3,102784.93077944,90943.37659065,98320.96120826,Paris,T1,751166403,751166403,75,00851,75116,Paris 16e Arrondissement,Chaillot 3,H,00,3,15.1244666446,822.296488457979,,1615.3879543473,772.296956504425,47.8087603925753,143.326022262351,141.519971400028,103.351430220927,23.542665053902,411.740088937209,25.4886194879157,2020.08716428087,151232.767211872
695,750004354,75116,64,751166404,H,Chaillot 4,70652.1608535,66001.37098924,70652.1608535,Paris,T1,751166404,751166404,75,00851,75116,Paris 16e Arrondissement,Chaillot 4,H,00,2,9.94992611373,444.828680155404,,1160.80490847465,687.196008162961,59.1999571285383,111.442222102843,42.1007520874654,28.1318244929701,5.05556225667938,186.730360939958,16.0862828522435,1586.1668952808,99491.4752986097
696,750004348,75116,64,751166405,H,Chaillot 5,53089.4474268,43533.3600093,53089.4474268,Paris,T1,751166405,751166405,75,00851,75116,Paris 16e Arrondissement,Chaillot 5,H,00,2,6.59719743331,620.041610355467,,1069.54762770148,471.080329791629,44.0448202203029,117.076651565356,107.105255576894,101.189024524484,13.4651731309336,338.836104797667,31.6803194193275,1119.54704753625,65967.0191949776
697,750004300,75116,64,751166406,H,Chaillot 6,80024.1115362,62289.30040608,79696.60807629,Paris,T1,751166406,751166406,75,00851,75116,Paris 16e Arrondissement,Chaillot 6,H,00,1,10.6189512632,629.163257365443,,988.200741196444,434.570584505673,43.9759419710135,86.616253051184,110.530846795686,22.8922956289058,15.6809433491534,235.720338824929,23.8534873531399,1489.41203855346,106182.007769314
698,750004246,75116,64,751166407,H,Chaillot 7,122768.52624755,92552.13159789,93421.02982426,Paris,T1,751166407,751166407,75,00851,75116,Paris 16e Arrondissement,Chaillot 7,H,00,1,19.9924836896,892.552657037228,,1665.77154302546,844.405971739954,50.6915834452486,124.593251001241,134.72603835026,47.1502693107775,26.2350662796885,332.704624941966,19.9730044816165,1916.48850826839,199911.99571499
699,750004273,75116,64,751166409,H,Chaillot 9,94620.55595436,85357.21733467,94620.55595436,Paris,T1,751166409,751166409,75,00851,75116,Paris 16e Arrondissement,Chaillot 9,H,00,2,13.6442099832,588.833169598055,,1294.38730718715,717.010409307435,55.3938071955898,92.9616943360336,94.538003552092,33.5281452959696,0,221.027843184095,17.0758660840405,1815.35661710283,136432.737460997
700,750004396,75116,64,751166410,A,Chaillot 10,96312.34430205,22590.5256078,39487.86919229,Paris,T1,751166410,751166410,75,00851,75116,Paris 16e Arrondissement,Chaillot 10,A,00,3,14.1457045293,157.547575402286,,315.969297007218,166.113379321873,52.5726331308949,15.6446850207665,27.8283059076928,14.1339185765588,1.03249095887286,58.639400463891,18.55857547531,1891.80959649982,141445.099176126
701,750004291,75116,64,751166411,A,Chaillot 11,17937.47531968,16887.68983952,17501.96793202,Paris,T1,751166411,751166411,75,00851,75116,Paris 16e Arrondissement,Chaillot 11,A,00,3,3.39349786694,113.748740317597,,160.905125282418,68.8397978065491,42.7828496362204,12.3904428591731,15.3939404367338,1.03249095887286,0,28.8168742547798,17.9092332852673,917.679323877941,33932.609112791
702,750004292,75116,64,751166412,A,Chaillot 12,62620.79684855,60988.90152413,62280.20689933,Paris,T1,751166412,751166412,75,00851,75116,Paris 16e Arrondissement,Chaillot 12,A,00,3,10.1385644736,306.125944577951,,474.764661007276,222.880190426105,46.9454044775016,41.8224394119448,35.8514216593851,17.2020476949607,7.00350871143258,101.879417477723,21.4589302543227,1453.98605195798,101378.384684202
703,750004230,75116,64,751166413,A,Chaillot 13,22566.66576346,22453.37098111,22453.37098111,Paris,T1,751166413,751166413,75,00851,75116,Paris 16e Arrondissement,Chaillot 13,A,00,3,3.72245852723,95.7215331281857,,125.526302561591,39.2575602488605,31.2743699509498,34.3242118270495,24.5380819908078,0,3.33841206959834,62.2007058874557,49.5519302473967,838.195872147067,37222.332697169
704,750004412,75116,64,751166499,D,Seine et Berges,8888.50655692,0,0,Paris,T1,751166499,751166499,75,00851,75116,Paris 16e Arrondissement,Seine et Berges,D,00,3,7.38512146692,,,,,,,,,,0,,1937.49489133415,73844.8574838712
705,750004216,75117,65,751176501,H,Ternes 1,98733.20439291,91918.27569407,98732.04354163,Paris,T1,751176501,751176501,75,00851,75117,Paris 17e Arrondissement,Ternes 1,H,00,1,17.4390902324,913.010212537506,,2222.22042259168,1254.53969258583,56.4543318849855,160.05272686496,140.643036184451,68.5316706535914,4.78557515557888,374.013008858581,16.8305990286232,1782.1026448455,174380.354694417
706,750004218,75117,65,751176502,H,Ternes 2,42963.62183949,41390.49665771,42582.93262477,Paris,T1,751176502,751176502,75,00851,75117,Paris 17e Arrondissement,Ternes 2,H,00,2,6.72992054205,561.305368847086,,1159.29329978092,562.093606996735,48.4858842109206,106.212285501965,93.0085678689173,45.7743680489095,9.80977927940634,254.805000699198,21.979338683951,1122.40073821098,67295.2266697006
707,750004206,75117,65,751176503,H,Ternes 3,42421.67414349,36591.35677778,42383.88057839,Paris,T1,751176503,751176503,75,00851,75117,Paris 17e Arrondissement,Ternes 3,H,00,1,5.55842090422,492.781879211103,,1155.47524226639,630.148131475107,54.5358401828767,111.697994753478,69.7325008875233,16.598331299836,0.946351008127662,198.975177948965,17.2202026205848,951.960273234749,55581.0356192908
708,750004190,75117,65,751176504,H,Ternes 4,80710.95681241,73363.61593339,73369.11645608,Paris,T1,751176504,751176504,75,00851,75117,Paris 17e Arrondissement,Ternes 4,H,00,1,12.1097287218,731.901226351177,,1730.91291695034,946.818669746902,54.7005375299342,141.385953490506,110.77403681058,34.6652927362256,12.5635102591522,299.388793296464,17.2965832286901,1502.03913437079,121090.544663554
709,750004869,75117,65,751176505,H,Ternes 5,166133.83817462,51976.32660641,107540.33798993,Paris,T1,751176505,751176505,75,00851,75117,Paris 17e Arrondissement,Ternes 5,H,00,1,31.3628716966,579.595070963794,,900.661144570308,347.297701359732,38.5603068871615,112.249801761205,131.252287339751,40.2288764113788,29.7256736769518,313.456639189287,34.8029490423762,3492.94502624746,313614.454295817
710,750004002,75117,65,751176506,H,Ternes 6,27590.98162097,26294.00815333,26293.83623801,Paris,T1,751176506,751176506,75,00851,75117,Paris 17e Arrondissement,Ternes 6,H,00,1,4.39173167907,619.008980857571,,1317.18589912281,762.532231683578,57.8910108429943,119.646472700685,104.908572282396,21.4975579887703,3.71033647154184,249.762939443394,18.9618594922497,929.438689291591,43915.1635083291
711,750004003,75117,65,751176507,H,Ternes 7,47076.95530996,44139.88606732,44317.9270017,Paris,T1,751176507,751176507,75,00851,75117,Paris 17e Arrondissement,Ternes 7,H,00,1,7.32326790765,698.927037936087,,1466.61923068661,748.417084190545,51.0300880099717,134.684929898247,78.9247856686287,26.8295556414271,14.8037831048203,255.243054313123,17.403498397715,1124.57408160204,73228.9495666254
712,750004163,75117,65,751176508,H,Ternes 8,54323.39863988,45170.7446395,54323.39863988,Paris,T1,751176508,751176508,75,00851,75117,Paris 17e Arrondissement,Ternes 8,H,00,1,7.68906476045,888.136802076747,,1755.22558182278,790.78279712625,45.0530578699196,157.875701564446,201.978296890276,88.7348358750549,19.1327136441229,467.7215479739,26.6473752899714,1288.72421833566,76886.6539704688
713,750004179,75117,65,751176509,H,Ternes 9,34262.22703899,31146.422716,33447.62800456,Paris,T1,751176509,751176509,75,00851,75117,Paris 17e Arrondissement,Ternes 9,H,00,2,5.04439979645,528.081924556661,,975.193245408197,454.880623855502,46.645177865757,88.1229424070309,92.1542719245455,46.0279613871461,5.8135214440544,232.118697162777,23.8023282314283,1057.91857371815,50441.2844130301
714,750004184,75117,65,751176510,H,Ternes 10,57770.39388556,56310.90504558,56350.46032914,Paris,T1,751176510,751176510,75,00851,75117,Paris 17e Arrondissement,Ternes 10,H,00,1,8.75352747562,781.854532630258,,1770.31176079709,916.037213600515,51.7444008386446,198.368520453874,130.996564411982,46.8010921167015,8.82757414397765,384.993751126535,21.7472289148206,1422.52953015889,87530.4343442825
715,750004162,75117,65,751176511,H,Ternes 11,40947.71841206,32337.03424557,40947.71841206,Paris,T1,751176511,751176511,75,00851,75117,Paris 17e Arrondissement,Ternes 11,H,00,2,5.4218467511,675.603429364373,,1308.61092419766,610.904424276542,46.6834269056025,185.593026857105,82.4707253604611,23.6835602569406,2.90030768972534,294.647620164232,22.5160599469157,994.638979431316,54215.6504501046
716,750003987,75117,65,751176512,H,Ternes 12,53939.53376684,49199.98918343,49339.33956009,Paris,T1,751176512,751176512,75,00851,75117,Paris 17e Arrondissement,Ternes 12,H,00,1,7.67841688806,686.300762755203,,1652.55634161737,953.692664541639,57.7101452170913,183.668733684281,102.860953532976,37.3138051935517,3.1289802579382,326.972472668747,19.7858593038187,1374.08032687358,76780.5847000468
717,750003997,75117,65,751176513,H,Ternes 13,39229.91268269,34900.89047623,36100.80805906,Paris,T1,751176513,751176513,75,00851,75117,Paris 17e Arrondissement,Ternes 13,H,00,2,5.56721839123,521.353376028527,,1035.93170534522,539.08520958079,52.038682357071,82.1543711457828,94.4932213687521,30.5729951076936,22.9992837448345,230.219871367063,22.2234603091274,988.277012928008,55669.5605263752
718,750004145,75117,65,751176514,H,Ternes 14,41569.79326571,34188.85600453,34188.85600453,Paris,T1,751176514,751176514,75,00851,75117,Paris 17e Arrondissement,Ternes 14,H,00,1,5.73293351664,606.79384854955,,1271.10640479185,727.821491384882,57.2588957652262,109.144251161627,76.1151029701068,33.0461668714318,2.33542473450836,220.640945737674,17.3581806295598,996.367614853043,57326.5182482262
719,750004123,75117,65,751176515,H,Ternes 15,61170.167992,44476.99857367,46466.66487998,Paris,T1,751176515,751176515,75,00851,75117,Paris 17e Arrondissement,Ternes 15,H,00,1,10.1597201778,762.690158214288,,1777.92470802176,911.625700290647,51.2747078758461,236.054374150794,149.204624064566,38.0281533618551,18.5461542672525,441.833305844468,24.8510695560377,1720.23730630693,101592.821865639
720,750004187,75117,65,751176516,A,Ternes 16,38885.61566966,128.0960128,29743.0535384,Paris,T1,751176516,751176516,75,00851,75117,Paris 17e Arrondissement,Ternes 16,A,00,3,5.55198420659,,,,,,,,,,0,,1068.93793193026,55516.7909745543
721,750004151,75117,66,751176601,H,Plaine Monceau 1,40644.82419466,36097.03515637,40112.62077227,Paris,T1,751176601,751176601,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 1,H,00,2,6.84596111482,585.712100800935,,1259.92494423347,588.065504850367,46.6746457828202,140.967420126046,93.0952570229899,25.5675247639324,23.3565101613228,282.986712074291,22.4606007976498,1068.84360646859,68456.1031667966
722,750003989,75117,66,751176602,H,Plaine Monceau 2,70866.67775505,38170.10054089,65973.74134721,Paris,T1,751176602,751176602,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 2,H,00,2,11.0430263829,690.881996646506,,1399.93575386018,643.45360704386,45.9630811820903,166.847973802188,132.51656834496,85.3915874227207,19.9240247036145,404.680154273484,28.9070518527454,1508.07655676407,110424.950451786
723,750004131,75117,66,751176603,H,Plaine Monceau 3,104005.08663223,80444.76892896,103954.5762153,Paris,T1,751176603,751176603,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 3,H,00,1,15.7832617359,912.372126124063,,1597.61928732921,771.835228731646,48.3115868000034,154.85368782336,184.672227536668,81.7266714127167,28.299376364256,449.551963137001,28.1388667940114,2014.39914562556,157824.614264897
724,750004171,75117,66,751176604,H,Plaine Monceau 4,57747.42526828,54898.04947262,57747.42526828,Paris,T1,751176604,751176604,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 4,H,00,2,8.0643887001,579.710381063078,,1244.41525056275,626.916304207565,50.3783848618103,123.998260713846,110.419531399802,38.8037722275746,2.04909752173546,275.270661862959,22.120482832276,1325.22599390894,80639.526083862
725,750004166,75117,66,751176605,H,Plaine Monceau 5,28355.51776687,27586.464756,28355.51776687,Paris,T1,751176605,751176605,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 5,H,00,2,4.07043674702,455.67847657385,,937.109043376347,524.442173404825,55.9638365579412,91.7538398689172,95.2749863695723,26.2339260077486,5.95787591708413,219.220628163322,23.3932891495192,951.265136919591,40702.22035947
726,750004177,75117,66,751176606,H,Plaine Monceau 6,34649.8744993,34588.53968668,34588.53968668,Paris,T1,751176606,751176606,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 6,H,00,2,5.74448362546,503.718203229409,,911.764276908437,414.371567396677,45.4472255484397,84.1049601459344,97.7088084669511,62.8504738026607,19.7313067204494,264.395549135996,28.9982351614492,1077.76933927159,57441.7052277924
727,750004138,75117,66,751176607,H,Plaine Monceau 7,38896.57052119,38893.58645582,38893.58645582,Paris,T1,751176607,751176607,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 7,H,00,2,5.36017164384,577.544261346631,,977.38049927802,329.43686859947,33.7061020598243,119.085879384864,134.033550373396,63.623001274212,19.172997470604,335.915428503075,34.3689513706496,991.478792586755,53599.092724235
728,750004136,75117,66,751176608,H,Plaine Monceau 8,33091.82737561,32986.66305335,32986.66305335,Paris,T1,751176608,751176608,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 8,H,00,2,5.34945299802,477.508921332178,,835.196721676475,346.044587297348,41.4327042140131,77.570173313998,129.018103696021,48.3451590685616,20.5489582439339,275.482394322515,32.9841326208207,1093.5836242868,53491.9332199002
729,750003982,75117,66,751176609,H,Plaine Monceau 9,65523.10948943,63314.55999496,65134.86476669,Paris,T1,751176609,751176609,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 9,H,00,1,10.6903875208,675.13130976647,,1148.76138871798,490.083125749049,42.6618730888912,138.404560625863,157.322023282802,46.8455662371031,19.7074533252273,362.279603470996,31.5365407497984,1358.9864200544,106898.919968677
730,750003975,75117,66,751176610,H,Plaine Monceau 10,50501.74580216,37928.21408547,50455.95362581,Paris,T1,751176610,751176610,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 10,H,00,2,7.6109473697,702.192913513749,,1087.09039236939,397.937931197465,36.6057812662783,131.363262619309,167.000471210333,68.4878766537587,18.0889483517961,384.940558835197,35.4101702615725,1137.524733038,76106.0580262207
731,750004101,75117,66,751176611,H,Plaine Monceau 11,55055.99839268,44834.9651869,52740.52803636,Paris,T1,751176611,751176611,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 11,H,00,1,8.27839638451,815.538148991,,1401.54747534492,567.847689320006,40.5157655597973,165.34467334665,177.345149850049,72.8657177566866,12.1061232621857,427.661664215571,30.5135339143844,1454.29364124448,82780.4911479393
732,750004103,75117,66,751176612,H,Plaine Monceau 12,81104.45958535,62594.52101206,80264.66226656,Paris,T1,751176612,751176612,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 12,H,00,1,12.8441084358,972.140839701782,,1602.90475570276,743.116802111752,46.3606336850593,158.713767134706,195.624581717263,84.5871130329378,23.0324061698859,461.957868054793,28.8200447600679,1684.91459766861,128435.804776333
733,750003973,75117,66,751176613,H,Plaine Monceau 13,43770.01795837,36487.75969796,36487.75969796,Paris,T1,751176613,751176613,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 13,H,00,1,7.8292883947,528.473577965445,,1133.25291156148,620.595551565997,54.7623169757308,60.7074300193716,82.2439845146224,48.2466486319779,5.53439792571424,196.732461091686,17.3599784377005,1350.98864040801,78289.4014487182
734,750004115,75117,66,751176614,H,Plaine Monceau 14,36263.71622836,33768.08699159,33768.04870801,Paris,T1,751176614,751176614,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 14,H,00,1,7.05238257005,706.152914185679,,1820.07307165793,1015.9288434781,55.8180250726241,179.565192484775,124.373325450878,57.9185619643826,10.5190381772135,372.376118077249,20.4594048379633,1335.92899912754,70520.9774621228
735,750004089,75117,66,751176615,H,Plaine Monceau 15,36484.99140939,34126.83488172,36383.62802063,Paris,T1,751176615,751176615,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 15,H,00,2,6.01931454406,799.816566527106,,1811.86944601703,820.605177618636,45.2905246248587,208.02873231642,217.888089399341,104.114578983781,32.0807140637699,562.112114763311,31.0238751472399,1114.5683498433,60190.8871721476
736,750004867,75117,66,751176616,H,Plaine Monceau 16,104618.44376824,29872.91931357,73023.68195105,Paris,T1,751176616,751176616,75,00851,75117,Paris 17e Arrondissement,Plaine Monceau 16,H,00,1,15.7615801394,454.469381577678,,1010.8961153042,387.325513574348,38.3150659806219,153.675113936819,126.666355075231,56.5882544877079,36.1534059719277,373.083129471686,36.9061789657207,1909.15389466467,157610.156351361
737,750004126,75117,67,751176701,H,Batignolles 1,41406.88298898,39396.77762426,39396.77762426,Paris,T1,751176701,751176701,75,00851,75117,Paris 17e Arrondissement,Batignolles 1,H,00,2,5.49990102739,351.518385588036,,1400.64509232157,817.872372505145,58.3925490467766,149.543790701348,102.502544969901,34.8827757971551,9.77958930660105,296.708700775005,21.1837175885298,1248.86236067279,54996.5786348121
738,750004132,75117,67,751176702,H,Batignolles 2,61951.69019606,41257.57560271,58312.15934786,Paris,T1,751176702,751176702,75,00851,75117,Paris 17e Arrondissement,Batignolles 2,H,00,1,8.37633181654,433.494140285,,1586.50709918146,958.667070839197,60.4262704739116,140.780940855091,131.308093959909,41.067521514311,8.5101819036395,321.666738232951,20.2751527805272,1397.45317749966,83759.2285298919
739,750004125,75117,67,751176703,H,Batignolles 3,30729.96142993,30469.0657726,30729.96142993,Paris,T1,751176703,751176703,75,00851,75117,Paris 17e Arrondissement,Batignolles 3,H,00,1,3.60764724659,340.934983964282,,1312.1670237561,842.209985313522,64.1846632376633,101.045851573636,67.7018809698127,17.6156218883859,0,186.363354431834,14.2027158934665,1067.05255599122,36074.9025509569
740,750003969,75117,67,751176704,H,Batignolles 4,35330.16225232,35205.97132657,35330.16225232,Paris,T1,751176704,751176704,75,00851,75117,Paris 17e Arrondissement,Batignolles 4,H,00,1,4.22411531232,397.149971335083,,1377.14215120229,751.789784365375,54.590572491666,150.24119586482,87.7689937313904,37.7642403729271,12.5888369758903,288.363266945028,20.9392521093975,1100.56740142772,42239.2706366455
741,750003974,75117,67,751176705,H,Batignolles 5,32663.69709135,26593.25620521,32225.8210948,Paris,T1,751176705,751176705,75,00851,75117,Paris 17e Arrondissement,Batignolles 5,H,00,2,4.14753616122,393.537702843119,,1201.83681491024,679.776245797918,56.5614430648546,137.077101928818,97.5064110960974,21.0365226040189,0,255.620035628934,21.2691134484864,1037.43521001678,41473.493997901
742,750003986,75117,67,751176706,H,Batignolles 6,50756.75432617,32264.85155559,50748.92170528,Paris,T1,751176706,751176706,75,00851,75117,Paris 17e Arrondissement,Batignolles 6,H,00,1,6.69254266899,479.104118939463,,1368.08918905828,748.0454692717,54.6781215182773,132.469888119892,124.982008470158,9.16847648222705,6.02657768782096,272.646950760099,19.9290333510913,1112.00317676942,66922.309702455
743,750004156,75117,67,751176707,H,Batignolles 7,30885.52901713,28613.76932075,28613.76932075,Paris,T1,751176707,751176707,75,00851,75117,Paris 17e Arrondissement,Batignolles 7,H,00,2,4.14918152825,423.45052534332,,1142.84899443988,617.274231748289,54.0118803753965,101.004182290725,94.5231922983966,36.3431251893798,7.6325325756834,239.503032354184,20.9566647491839,868.136174305519,41489.6919484811
744,750003994,75117,67,751176708,H,Batignolles 8,28697.76301127,28697.76301127,28697.76301127,Paris,T1,751176708,751176708,75,00851,75117,Paris 17e Arrondissement,Batignolles 8,H,00,1,3.78365713424,443.854729175748,,1460.52139687456,763.322611968098,52.2637062080409,153.545440349842,104.886757385046,40.3429025323266,14.188891702352,312.963991969566,21.4282373842172,852.422554878683,37834.7758712375
745,750004134,75117,67,751176709,H,Batignolles 9,36691.078013,34823.37284625,36691.078013,Paris,T1,751176709,751176709,75,00851,75117,Paris 17e Arrondissement,Batignolles 9,H,00,1,4.37418832371,393.160440630121,,1425.00823417342,843.344558137983,59.1817322815099,122.456542527713,42.9222142165892,6.32076453710102,6.52847556336241,178.227996844765,12.5071555778165,866.06910856218,43739.7360649756
746,750003979,75117,67,751176710,H,Batignolles 10,56223.48470938,45965.96750675,56182.7987205,Paris,T1,751176710,751176710,75,00851,75117,Paris 17e Arrondissement,Batignolles 10,H,00,1,7.65004516336,905.492378928706,,2294.57127887055,1322.76963185933,57.6477899832524,235.546098537409,188.795671163513,42.192083717203,18.7197874246494,485.253640842774,21.1479000592053,1127.65126895686,76496.9977525798
747,750003971,75117,67,751176711,H,Batignolles 11,24952.59259888,21990.2452219,24892.98295898,Paris,T1,751176711,751176711,75,00851,75117,Paris 17e Arrondissement,Batignolles 11,H,00,2,3.53078430413,399.246073131657,,1376.19941901885,820.247006603185,59.602336352385,135.180537605934,74.6748420565321,23.6670765042939,3.23215435821694,236.754610524977,17.2035104253836,843.521570196198,35306.2977218376
748,750004109,75117,67,751176712,H,Batignolles 12,53151.78587411,23907.87532181,36386.21194718,Paris,T1,751176712,751176712,75,00851,75117,Paris 17e Arrondissement,Batignolles 12,H,00,2,7.82411279872,350.697385442642,,1010.60704249247,564.597870189351,55.8672012414321,104.178469638967,91.9375455863175,23.9405800864442,0,220.056595311729,21.7746944221764,1271.34086286074,78237.8933309622
749,750004098,75117,67,751176713,H,Batignolles 13,32353.16214659,31597.47516871,32353.16214659,Paris,T1,751176713,751176713,75,00851,75117,Paris 17e Arrondissement,Batignolles 13,H,00,1,4.48893821043,515.480723680377,,1524.01354767513,767.727008670257,50.3753401563534,134.163915228548,138.952650867124,17.7655753333488,0,290.88214142902,19.0865850157801,1015.65408571946,44887.5903637806
750,750004866,75117,67,751176714,H,Batignolles 14,507515.55767478,264564.66508893,435658.69377026,Paris,T1,751176714,751176714,75,00851,75117,Paris 17e Arrondissement,Batignolles 14,H,00,1,65.1164497551,1029.83699244894,,1778.82722982238,508.700616594459,28.597528082885,335.662205915603,267.394295358188,157.149553114123,94.8793978533674,855.085452241282,48.0701800549043,3588.31159753612,651142.59587509
751,750004130,75117,67,751176715,H,Batignolles 15,36228.4828016,30970.88407666,36228.4828016,Paris,T1,751176715,751176715,75,00851,75117,Paris 17e Arrondissement,Batignolles 15,H,00,1,5.35135042113,622.901260350762,,1542.44709870166,814.330655385587,52.7947218462818,160.660123924817,136.341927673294,46.445813148145,20.0467078749131,363.494572621169,23.5660965570318,1103.32260224167,53511.2558207592
752,750004095,75117,67,751176716,H,Batignolles 16,35671.79276812,26129.37645725,35387.71706273,Paris,T1,751176716,751176716,75,00851,75117,Paris 17e Arrondissement,Batignolles 16,H,00,2,5.35962722839,523.313977516704,,1091.71087338203,512.139689015698,46.9116596255136,164.525536399284,116.150478453143,22.8627506560997,23.5549865951857,327.093752103712,29.9615731672987,1266.76319602784,53594.1689077364
753,750004090,75117,68,751176801,H,Epinettes 1,43774.36870043,32264.53122769,42936.31395669,Paris,T1,751176801,751176801,75,00851,75117,Paris 17e Arrondissement,Epinettes 1,H,00,1,5.81800653971,538.564565602467,,1892.62294613537,974.68533478706,51.4991819568347,221.472731800168,150.520891059434,18.6820676795161,6.17812872470988,396.853819263828,20.9684565049886,1021.67587071695,58177.8482119153
754,750004097,75117,68,751176802,H,Epinettes 2,45470.68547238,41042.80168106,45470.68547238,Paris,T1,751176802,751176802,75,00851,75117,Paris 17e Arrondissement,Epinettes 2,H,00,1,5.89790426938,570.96344688403,,1906.35086827951,988.840713749124,51.870866491726,204.081750106561,120.748050178821,56.5473498862995,16.731461138878,398.108611310559,20.8832811385794,1050.22415734952,58976.7127204693
755,750004076,75117,68,751176803,H,Epinettes 3,30976.21396071,30122.14008459,30976.21396071,Paris,T1,751176803,751176803,75,00851,75117,Paris 17e Arrondissement,Epinettes 3,H,00,1,4.09217390029,518.151536686924,,1646.22011621668,939.19318277414,57.0514947255403,170.653533030947,88.2976544243628,24.2848531619155,3.09260876008936,286.328649377314,17.3930962546705,836.405221597388,40920.254671865
756,750004067,75117,68,751176804,H,Epinettes 4,31816.93849795,26952.61006769,31775.97798953,Paris,T1,751176804,751176804,75,00851,75117,Paris 17e Arrondissement,Epinettes 4,H,00,1,4.62922803066,474.325656423732,,1503.75125373841,867.602031268287,57.695847575281,133.437377576035,73.7925729190898,35.9912027636198,6.06373144220407,249.284884700949,16.5775346209164,1020.02601652477,46290.7152306505
