OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_RP_VOIT1P,TX12_RP_VOIT1P,C12_MEN,C12_MENPSEUL,TX12_MENPSEUL,C12_NE24F1,C12_NE24F2,C12_NE24F3,C12_NE24F4P,C12_NE24F,TX12_NE24F,SHAPE_Length,SHAPE_Area
2363,940001307,94017,,940171302,H,Coeuilly 2,414444.91733022,396011.67250419,413692.42747509,ACTEP,T10,940171302,940171302,94,00851,94017,Champigny-sur-Marne,Coeuilly 2,H,00,1,49.3889833594,815.255980150493,,897.228707210513,163.911500137017,18.2686419660622,161.594725944514,202.001256767268,57.0159158722737,3.2701789947701,423.882077578826,47.243481419211,3558.87954080123,493806.349582524
2364,940001308,94017,,940171303,H,Coeuilly 3,332215.90281045,331455.00540268,331455.00540268,ACTEP,T10,940171303,940171303,94,00851,94017,Champigny-sur-Marne,Coeuilly 3,H,00,1,41.1746267028,716.593314840967,,801.987661104189,152.652891917901,19.0343192696663,141.117883704724,159.83197774774,55.8077639472754,7.74224006751282,364.499865467252,45.4495602794441,2730.74860375272,411673.215422312
2365,940003573,94017,,940171304,H,Coeuilly 4,439016.00622224,398336.48177966,431374.80527674,ACTEP,T10,940171304,940171304,94,00851,94017,Champigny-sur-Marne,Coeuilly 4,H,00,1,54.5698775378,732.802557433332,,830.782361080459,158.195385546938,19.0417361944469,136.553972317011,160.728484324993,41.7469711609749,12.2876520946697,351.317079897649,42.2874986706205,4441.75647594651,545601.415497488
2366,940001310,94017,,940171401,H,Perroquets,152110.89340728,151807.49396679,151807.49396679,ACTEP,T10,940171401,940171401,94,00851,94017,Champigny-sur-Marne,Perroquets,H,00,2,18.0142856362,580.776719308888,,740.650715575898,191.66237662367,25.8775658475725,104.130435167504,132.525329671503,55.2430205246789,14.8728449575931,306.771630321279,41.4192039337661,2959.09218572668,180113.363378533
2367,940003596,94018,,940180101,H,Centre Ville,143281.23877577,104180.64743778,118983.40440551,ACTEP,T10,940180101,940180101,94,00851,94018,Charenton-le-Pont,Centre Ville,H,00,1,20.3689428611,1073.89761068331,,1777.40205651509,650.586861716798,36.6032468192588,324.883680863843,261.015775931276,64.6922390883943,20.6471331837701,671.238829067283,37.7651655463574,2038.3513157947,203655.041940938
2368,940001312,94018,,940180102,H,GabrielLe Leclerc,85305.68611278,78208.24999959,82888.17684325,ACTEP,T10,940180102,940180102,94,00851,94018,Charenton-le-Pont,Gabrielle Leclerc,H,00,1,11.7139227311,848.789057468246,,1328.13080245173,607.461690521324,45.738092166822,178.611135889925,140.858924639962,42.4836059261487,4.05368790542169,366.007354361457,27.5580804003497,1549.72368651365,117120.153034132
2369,940001313,94018,,940180103,H,Plateau,71968.61265376,56079.46313312,71737.76277238,ACTEP,T10,940180103,940180103,94,00851,94018,Charenton-le-Pont,Plateau,H,00,1,10.1963177674,672.484581748393,,962.876135275326,364.809822449418,37.8875131581805,146.247870450996,106.615446548043,42.8533766180091,5.15432003210208,300.871013649151,31.247115036569,1512.19854510914,101946.843503195
2370,940003605,94018,,940180104,H,Franges du Bois de Vincennes,66072.02828091,65713.97344537,65713.93272703,ACTEP,T10,940180104,940180104,94,00851,94018,Charenton-le-Pont,Franges du Bois de Vincennes,H,00,1,10.1748392333,768.545363516974,,1118.90454710295,462.168915135634,41.3054818958664,134.20258830247,132.357131550632,58.835421740664,2.99998185603422,328.3951234498,29.3496996057506,2407.45318713162,101732.535449096
2371,940001315,94018,,940180105,H,Conflans,51863.1701559,47722.41443123,51863.1701559,ACTEP,T10,940180105,940180105,94,00851,94018,Charenton-le-Pont,Conflans,H,00,1,7.37536239898,629.525219337455,,1074.11807582259,488.800765862694,45.5071725227562,123.103587050577,116.078522964405,36.0450088782211,15.4294383387235,290.656557231926,27.0600191705492,1534.60570633573,73741.7744353178
2372,940003597,94018,,940180106,H,Bordeaux Victor Hugo,65703.74484833,31565.22982597,59779.04980996,ACTEP,T10,940180106,940180106,94,00851,94018,Charenton-le-Pont,Bordeaux Victor Hugo,H,00,1,8.2408054933,581.353608748903,,918.197725276609,366.418898488518,39.9063173869369,136.022959789998,94.8532519092521,40.6077519821672,7.82913706520285,279.31310074662,30.4197116870962,1601.61909556077,82394.2438799642
2373,940003601,94018,,940180107,H,Carrières,110533.99035319,43212.49230895,94309.34763309,ACTEP,T10,940180107,940180107,94,00851,94018,Charenton-le-Pont,Carrieres,H,00,1,25.9852044681,580.10759837848,,948.597137783372,322.405293682914,33.9875887077091,183.453162768963,123.791587629506,28.8907444445445,16.8892732251017,353.024768068115,37.2154578594916,2870.39139476506,259807.827187201
2374,940003600,94018,,940180108,H,Archevêché,187075.32873608,104425.978905,182629.80295126,ACTEP,T10,940180108,940180108,94,00851,94018,Charenton-le-Pont,Archeveche,H,00,1,21.7288523898,1335.63803937297,,2425.27892632567,1035.76720763688,42.7071375747317,383.606710460634,387.41212835353,102.421069456599,36.2199611919696,909.659869462732,37.507433045686,2385.09220902106,217252.875370577
2375,940003602,94018,,940180109,H,Bercy,403182.16572834,129768.17598734,377954.44882992,ACTEP,T10,940180109,940180109,94,00851,94018,Charenton-le-Pont,Bercy,H,00,1,56.5521878777,1139.55964008036,,1618.17164429708,502.121447643822,31.0301721954806,346.880999492415,255.498939269898,85.4371197176688,21.8050402104491,709.622098690431,43.8533267587127,3040.97876652302,565432.912955562
2376,940003604,94018,,940180110,H,Valmy,94200.28316345,50242.10966012,91910.75149957,ACTEP,T10,940180110,940180110,94,00851,94018,Charenton-le-Pont,Valmy,H,00,1,12.3803199662,1219.17237877229,,1722.99991863825,760.556786737205,44.1414290569613,208.4661072594,231.035294592374,94.6380971469394,19.8721290551752,554.011628053889,32.153897516823,1581.21949450813,123784.08490869
2377,940001321,94019,,940190101,H,Le Moulin,167738.2134446,91259.02370555,118836.1068093,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190101,940190101,94,00851,94019,Chennevières-sur-Marne,Le Moulin,H,00,1,19.8745441946,853.186095760611,,1023.6747676634,444.476938705112,43.4197415766786,151.636685544249,135.763605407046,8.27492231539167,2.76123272816674,298.436445994854,29.1534435957676,2161.57742343858,198700.979198322
2378,940001322,94019,,940190102,H,Centre Ville Château,493441.17697073,309340.44519806,328152.85359003,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190102,940190102,94,00851,94019,Chennevières-sur-Marne,Centre Ville Chateau,H,00,1,55.0594527402,748.191411361033,,878.297844982132,308.30261370412,35.1022851149535,163.874431244117,105.515136069768,51.5966585827891,6.62272514017967,327.608951036854,37.3004389010562,5131.63946050424,550474.65482583
2379,940003488,94019,,940190103,H,Coteaux,677260.31266402,483462.22092758,566362.28367939,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190103,940190103,94,00851,94019,Chennevières-sur-Marne,Coteaux,H,00,1,85.1070851966,870.518053295916,,958.560628803973,293.597956743257,30.6290439979356,114.94641948159,150.740894128783,30.9783727303358,11.0257498216801,307.691436162389,32.0993192205595,6158.49264646121,850895.147893506
2380,940001324,94019,,940190104,H,Le Fort La Maillarde,1227920.41984863,542612.63856565,1138050.00653852,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190104,940190104,94,00851,94019,Chennevières-sur-Marne,Le Fort La Maillarde,H,00,1,136.752150377,923.710696728753,,996.879064740197,171.514360768174,17.2051321804891,229.354071844308,203.716669920794,47.1945465767018,10.0224230804824,490.287711422287,49.1822658097514,6427.73030169592,1367243.74412776
2381,940003563,94019,,940190105,H,Paris Chennevières,387932.75742697,334403.82132745,348106.12910196,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190105,940190105,94,00851,94019,Chennevières-sur-Marne,Paris Chennevieres,H,00,1,47.1195551196,686.91464099309,,819.609750416422,207.609087669611,25.3302364404682,122.248305517662,127.964229098593,36.0453086137465,5.31722026194674,291.575063491948,35.5748651530569,3449.61592995495,471104.760350834
2382,940003562,94019,,940190106,H,Bois L'Abbe 1,104272.54339998,83387.3858045,102222.17609112,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190106,940190106,94,00851,94019,Chennevières-sur-Marne,Bois l'Abbe 1,H,00,1,13.8054385036,379.076355134929,,563.382886867374,145.336912806834,25.7971827321493,105.354352715786,68.0509877716858,43.1335092674003,46.1536248197914,262.692474574663,46.6276986216842,1946.13555820119,138027.59418142
2383,940001327,94019,,940190107,H,Bois L'Abbe 2 Plaine des Bordes,950502.88477499,400365.40243274,490960.94755156,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190107,940190107,94,00851,94019,Chennevières-sur-Marne,Bois l'Abbe 2 Plaine des Bordes,H,00,1,102.385318456,704.630427132788,,928.805322575431,215.816216032802,23.2358935491861,173.781340967997,171.97357777038,97.5098520375997,82.3361519405385,525.600922716515,56.5889223437164,5323.31207441528,1023653.24937127
2384,940003578,94019,,940190108,H,Hauts de Chennevieres Pince Vent,565989.80239207,190481.33568121,534863.47193991,Plaine Centrale - Haut 94 - Plateau Briard,T11,940190108,940190108,94,00851,94019,Chennevières-sur-Marne,Hauts de Chennevieres Pince Vent,H,00,1,62.6518182372,827.752679476727,,1028.6500992702,235.219444815748,22.8668081578596,205.209233757144,179.358161672621,72.8716026132763,39.8690857250105,497.308083768052,48.34569929278,4152.44680726534,626391.480782278
2385,940003131,94021,,940210101,A,Marche d'Interet National Paris Rungis,1032744.4929949,25067.65483904,882755.7959812,Val de Bièvre - Seine Amont - Grand Orly,T12,940210101,940210101,94,00851,94021,Chevilly-Larue,Marche d'Interet National Paris Rungis,A,00,3,157.8409656,,,,,,,,,,0,,8082.16378023861,1577986.11657965
2386,940003183,94021,,940210102,H,Larue 1,532811.68959957,187783.01026911,364832.44675426,Val de Bièvre - Seine Amont - Grand Orly,T12,940210102,940210102,94,00851,94021,Chevilly-Larue,Larue 1,H,00,1,65.2139255145,618.501454441974,,864.31834400113,332.618220597834,38.4832999214233,128.494753971967,104.479727886577,13.6735948647384,5.61471567347464,252.262792396757,29.1863286424044,5384.80835940181,651970.338186607
2387,940003138,94021,,940210103,H,Larue 2,128793.82722113,81428.63118821,114443.60725002,Val de Bièvre - Seine Amont - Grand Orly,T12,940210103,940210103,94,00851,94021,Chevilly-Larue,Larue 2,H,00,1,16.695032523,802.134082211852,,903.689708688375,314.920340598153,34.8482822776893,116.699024677826,141.690240152957,31.9922819093515,3.34689800085031,293.728444740985,32.5032410922667,1847.28330014463,166907.770355841
2388,940003130,94021,,940210104,H,Bretagne 1,163309.77425954,104464.64787906,161332.49874689,Val de Bièvre - Seine Amont - Grand Orly,T12,940210104,940210104,94,00851,94021,Chevilly-Larue,Bretagne 1,H,00,1,20.0614746473,374.754868842628,,569.266587327016,156.418821768986,27.4772532326987,85.2745003630036,61.2836664472231,24.262797933777,18.9385091095056,189.759473853509,33.3340262853863,2259.85342235924,200561.015723836
2389,940003132,94021,,940210105,H,Bretagne 2,425804.41013984,302949.2016289,384887.87330069,Val de Bièvre - Seine Amont - Grand Orly,T12,940210105,940210105,94,00851,94021,Chevilly-Larue,Bretagne 2,H,00,1,52.0408145207,1019.09753799884,,1182.60717686825,341.322218151123,28.8618422775856,198.232052563028,153.674678727596,52.0019928205066,16.83798911526,420.746713226391,35.5778927657618,3928.86434002486,520271.871849393
2390,940003124,94021,,940210106,H,Centre,405676.9670532,190075.31724505,221556.21628876,Val de Bièvre - Seine Amont - Grand Orly,T12,940210106,940210106,94,00851,94021,Chevilly-Larue,Centre,H,00,1,48.410545984,783.755019692839,,1059.7825699365,387.416524253799,36.5562272152683,156.282271322326,175.045133787499,72.1630916592095,16.608521860997,420.099018630031,39.6401139768888,4349.31891947716,483982.105167728
2391,940001335,94021,,940210107,H,Sorbiers,91703.87684546,61086.90889269,89808.9469425,Val de Bièvre - Seine Amont - Grand Orly,T12,940210107,940210107,94,00851,94021,Chevilly-Larue,Sorbiers,H,00,1,11.0265851132,532.557346680045,,944.80852834695,326.123984472863,34.5174683216984,230.350453485175,151.458066187919,48.6479631812839,11.4223284227263,441.878811277104,46.769138721707,1911.50189827452,110238.44442866
2392,940003116,94021,,940210108,H,Saussaie,193217.81829236,117535.92963823,181122.06655275,Val de Bièvre - Seine Amont - Grand Orly,T12,940210108,940210108,94,00851,94021,Chevilly-Larue,Saussaie,H,00,1,24.3309131931,960.661200659785,,1275.47012445826,372.598993028165,29.2126789866146,205.500523359842,221.897316718565,99.3267799597962,55.7573937990585,582.482013837262,45.6680248849156,2836.63077917659,243249.654624867
2393,940003120,94021,,940210109,H,La Guinet,206991.69693254,78007.34887926,192963.7168793,Val de Bièvre - Seine Amont - Grand Orly,T12,940210109,940210109,94,00851,94021,Chevilly-Larue,La Guinet,H,00,1,25.1919582639,551.147619482149,,772.35486403156,177.892881578861,23.0325320475476,234.138612514231,163.100265650335,46.7658522292358,19.2846308608197,463.289361254621,59.9840025394972,2390.21200117436,251856.391117556
2394,940003273,94022,,940220101,H,Choisy Nord,391262.91490082,190612.64450331,323031.63446571,Val de Bièvre - Seine Amont - Grand Orly,T12,940220101,940220101,94,00851,94022,Choisy-le-Roi,Choisy Nord,H,00,1,53.6983027123,1610.20033986186,,2489.12063120452,878.531500999221,35.2948543347249,440.641577484616,349.023703544044,115.085115797119,37.1544170439656,941.904813869744,37.8408664514562,3922.69425080275,536844.136837004
2395,940003368,94022,,940220102,H,Centre I,29674.61011825,18053.28626941,24964.52836594,Val de Bièvre - Seine Amont - Grand Orly,T12,940220102,940220102,94,00851,94022,Choisy-le-Roi,Centre i,H,00,2,4.17425341923,412.218665555413,,681.582934080742,263.331724796735,38.6353166474002,105.428677735271,96.5968705106355,35.1118063782557,16.6872551390241,253.824609763187,37.2404585078883,892.939525093641,41731.4479480981
2396,940001340,94022,,940220103,H,Centre Ouest,198184.21616274,150490.17000934,158768.6988118,Val de Bièvre - Seine Amont - Grand Orly,T12,940220103,940220103,94,00851,94022,Choisy-le-Roi,Centre Ouest,H,00,1,25.2736392182,1330.6776284198,,1857.43974832643,697.220432315062,37.5366378878919,255.715052883153,212.564870289847,43.4377241719308,27.0175911324053,538.735238477337,29.0041837945345,2224.77927757909,252667.719176887
2397,940003275,94022,,940220104,H,Parc Prairie I,346623.31390397,243549.6392076,337128.13716447,Val de Bièvre - Seine Amont - Grand Orly,T12,940220104,940220104,94,00851,94022,Choisy-le-Roi,Parc Prairie i,H,00,1,47.552665525,1283.6395968173,,2061.05833869766,747.401547194806,36.2629981481783,320.337389392405,316.519913812056,99.6275790722381,38.3559026183178,774.840784895017,37.5943160048843,3591.91445730089,475394.813662403
2398,940001342,94022,,940220105,H,Centre Sud,89791.45081923,42829.69365652,57385.87903073,Val de Bièvre - Seine Amont - Grand Orly,T12,940220105,940220105,94,00851,94022,Choisy-le-Roi,Centre Sud,H,00,1,11.5190051546,405.231559616626,,808.811418713048,316.34338432963,39.1121313337767,150.430322265778,60.6690455989185,41.3195264887,15.979780001879,268.398674355276,33.1843329786741,1438.9170022447,115158.701981622
2399,940003255,94022,,940220106,H,Parc Prairie II,607538.67606267,441743.81206629,597878.14376168,Val de Bièvre - Seine Amont - Grand Orly,T12,940220106,940220106,94,00851,94022,Choisy-le-Roi,Parc Prairie Ii,H,00,1,81.6999387376,810.044943638499,,975.638569160429,238.031621182717,24.3975206297503,171.651473914669,170.954108830443,37.3876914573874,35.2383964308369,415.231670633337,42.5599892991785,5280.9469372361,816765.637677864
2400,940001344,94022,,940220107,H,Hautes Bornes Navigateurs I,180134.67378848,111649.09869977,130027.31345056,Val de Bièvre - Seine Amont - Grand Orly,T12,940220107,940220107,94,00851,94022,Choisy-le-Roi,Hautes Bornes Navigateurs i,H,00,1,21.5965888023,518.718114060962,,920.377950705952,262.343471995697,28.5038849305846,139.400492421258,109.529404119989,92.5512759933259,62.8181422246696,404.299314759242,43.9275315590878,2284.99431350801,215902.891404004
2401,940003369,94022,,940220108,H,Centre II,72116.53228254,61992.40938577,64594.89525849,Val de Bièvre - Seine Amont - Grand Orly,T12,940220108,940220108,94,00851,94022,Choisy-le-Roi,Centre Ii,H,00,1,9.76034181382,712.335882810202,,1330.94730450725,594.058262293963,44.6342436159709,211.393573222031,184.720505927115,43.9849648824423,47.5337114224246,487.632755454012,36.6380211900686,1303.79093190092,97577.3205195874
2402,940003272,94022,,940220201,H,GondoLes Nord I,107398.19155022,96245.3771539,96245.3771539,Val de Bièvre - Seine Amont - Grand Orly,T12,940220201,940220201,94,00851,94022,Choisy-le-Roi,Gondoles Nord i,H,00,1,21.123852981,641.025588911221,,829.016750207767,227.584010249243,27.4522812949444,157.203691505444,152.298741665906,54.2141714939929,1.0613037327929,364.777908398135,44.0012711813983,2718.95422298082,211184.397536332
2403,940003346,94022,,940220202,H,GondoLes Sud I,476802.37253176,113646.06174118,277928.64910853,Val de Bièvre - Seine Amont - Grand Orly,T12,940220202,940220202,94,00851,94022,Choisy-le-Roi,Gondoles Sud i,H,00,1,68.9200440919,723.352402089155,,993.329077299835,334.712499157778,33.696033550898,153.196329921212,134.751859068875,66.3544073266287,30.9758953677536,385.278491684469,38.7865915222951,5451.82818504819,689006.93048302
2404,940003348,94022,,940220203,H,GondoLes Sud II,148832.38456287,140765.34359284,146917.82187241,Val de Bièvre - Seine Amont - Grand Orly,T12,940220203,940220203,94,00851,94022,Choisy-le-Roi,Gondoles Sud Ii,H,00,1,22.4462410661,615.683307538374,,1106.07597264282,492.70211518013,44.5450518198027,184.714764029767,130.947200302661,34.5534658930818,4.80098779049693,355.016418016007,32.0969288545111,1887.74012965948,224402.087939422
2405,940003342,94022,,940220204,H,Gondoles Sud III,759418.93696598,211247.34670257,640448.76071595,Val de Bièvre - Seine Amont - Grand Orly,T12,940220204,940220204,94,00851,94022,Choisy-le-Roi,Gondoles Sud Iii,H,00,1,91.3639207976,641.49309945349,,865.377592206176,312.486160255983,36.1098049071662,147.917560099855,130.581569908831,34.634901931922,8.83091284950252,321.96494479011,37.2051400093801,5758.36072343714,913395.094603962
2406,940003350,94022,,940220205,H,GondoLes Nord II,374871.97819137,167779.77880831,362156.11707342,Val de Bièvre - Seine Amont - Grand Orly,T12,940220205,940220205,94,00851,94022,Choisy-le-Roi,Gondoles Nord Ii,H,00,1,51.1515760957,732.590312435808,,1032.87616656673,336.295553791999,32.5591358071358,169.877150138555,209.721252628033,47.6670671126315,14.4041542182883,441.669624097508,42.761140046983,3327.88023410043,511386.288552294
2407,940003351,94022,,940220206,H,GondoLes Nord III,244342.13484757,217322.35767636,237526.82763794,Val de Bièvre - Seine Amont - Grand Orly,T12,940220206,940220206,94,00851,94022,Choisy-le-Roi,Gondoles Nord Iii,H,00,1,30.2574774084,1019.43205453781,,1569.93670857039,554.632560212716,35.3283388549958,280.4038451311,243.400983375358,66.2696232720383,10.6197856167956,600.694237395292,38.2623219213909,2267.09973927088,302496.08728414
2408,940003452,94028,,940280101,H,Bords de Marne,509371.43143847,349790.23410782,441484.79899074,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280101,940280101,94,00851,94028,Créteil,Bords de Marne,H,00,1,69.9789693034,668.126294996166,,835.768966305711,274.699298004503,32.8678509347789,134.774194919903,100.146303871965,68.8693433009571,13.5312430797493,317.321085172575,37.9675601709892,4250.86078190742,699639.209539593
2409,940003393,94028,,940280102,H,Eglise,113745.90762476,87916.47378833,107410.46630191,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280102,940280102,94,00851,94028,Créteil,Eglise,H,00,2,15.4314105916,756.681018320386,,1122.09195533265,443.241386487146,39.5013425041217,202.34926896785,95.0091697343608,49.5319870961831,13.6493095306184,360.539735329012,32.1310328993606,1779.13991074089,154280.483496418
2410,940001354,94028,,940280103,H,République,168220.518916,167840.66071739,167840.66071739,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280103,940280103,94,00851,94028,Créteil,Republique,H,00,1,21.6931818502,955.873644767278,,1331.13488368507,620.039158881122,46.5797393247352,147.62820577626,167.339879253842,44.9001034166177,17.311880765358,377.180069212077,28.3352253655846,2517.92578962262,216882.813414877
2411,940001355,94028,,940280104,H,Ile Sainte-Catherine,273177.18227803,258027.25130337,271406.60608103,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280104,940280104,94,00851,94028,Créteil,Ile Sainte-Catherine,H,00,1,35.0212650564,1051.26546566422,,1353.68584320763,495.663769664395,36.6158641719924,186.944645420911,151.42583531814,58.6610242326021,20.8873352043709,417.918840176024,30.8726609111715,3479.06392612048,350131.357147655
2412,940003455,94028,,940280201,H,La Brèche,192951.95220731,78946.76327236,146769.76107455,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280201,940280201,94,00851,94028,Créteil,La Breche,H,00,1,25.6646155726,622.927434914851,,815.896559658968,180.07545060328,22.0708677431547,123.86729872114,133.041042128579,68.9200339458464,16.733758891484,342.562133687049,41.9859759955642,2243.59062788109,256586.421181505
2413,940003397,94028,,940280202,H,La Croix des Mèches,76246.17107846,42924.87037809,62265.23850498,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280202,940280202,94,00851,94028,Créteil,La Croix des Meches,H,00,1,12.489865898,497.0541993198,,769.913464489076,270.661377082088,35.1547790194451,145.398996169054,100.399479296264,49.4296847536348,14.2300603637963,309.458220582749,40.1938964384926,2017.95305862271,124870.167538509
2414,940003431,94028,,940280204,H,Hôtel de Ville,218309.60509047,28287.71075521,195795.68986586,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280204,940280204,94,00851,94028,Créteil,Hotel de Ville,H,00,1,25.6682569505,729.827008057826,,1086.66091592842,457.826068022345,42.1314562170654,129.080736433477,102.146473125178,27.5031713383639,12.4681931241356,271.198574021154,24.9570560646738,2629.51524664642,256620.276503106
2415,940003429,94028,,940280205,H,l'Ormetteau,48327.90128404,31599.83710569,47969.3116714,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280205,940280205,94,00851,94028,Créteil,l'Ormetteau,H,00,2,8.02757435032,661.002905650323,,885.84570536263,199.512635717502,22.5222783730525,190.484001247658,157.6264110832,78.1752488159086,55.7262535846459,482.011914731413,54.4126264668288,1449.50742583712,80255.7094829085
2416,940003428,94028,,940280206,H,Port - Source,379133.10268464,117599.82916752,360328.57096059,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280206,940280206,94,00851,94028,Créteil,Port_Source,H,00,1,48.1291267307,1866.54164313741,,2751.64133570087,954.572365321221,34.691017064478,481.909114447125,445.927966037439,219.073625744339,106.83886297158,1253.74956920048,45.5636987616753,4958.81421968538,481166.962816175
2417,940003394,94028,,940280207,H,l'Echat,481978.10891495,77464.26484428,442507.11016519,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280207,940280207,94,00851,94028,Créteil,l'Echat,H,00,1,61.5986533213,723.523644513972,,1436.91436990432,740.438475671353,51.5297564823336,197.714810266065,145.78012117,65.3340098360769,32.1894599255707,441.018401197712,30.6920447338194,3654.91592244127,615855.861924351
2418,940001363,94028,,940280208,H,Montaigut - Université,196566.50459167,24684.23494749,130059.58156594,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280208,940280208,94,00851,94028,Créteil,Montaigut_Universite,H,00,1,27.2195282472,908.176701732271,,1320.02821060226,482.606472395144,36.5603150386428,187.642703461694,138.799409182415,75.7423555764548,31.163714753899,433.348182974463,32.8287061968736,2319.50680260145,272134.44113165
2419,940003387,94028,,940280209,H,Levrière  -  Haye Aux Moines,137301.99124943,66306.78000147,114044.19751617,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280209,940280209,94,00851,94028,Créteil,Levriere_Haye aux Moines,H,00,1,17.3662146237,823.89567472989,,1383.10703355331,458.667416671893,33.1621057188567,192.988573844399,181.790334361874,99.9294617068277,38.9290722593193,513.63744217242,37.1364926727937,1702.72818370901,173623.134358854
2420,940001365,94028,,940280210,H,Palais -  Grand Pavois,120235.78559011,56371.50327184,92020.72528666,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280210,940280210,94,00851,94028,Créteil,Palais_Grand Pavois,H,00,1,16.2043442893,682.14271274877,,1012.70915512914,224.727713675415,22.1907457375318,197.518140615453,186.561813370719,78.0341085320037,45.1880050002225,507.302067518398,50.0935599277471,1889.59612601233,162006.047462966
2421,940001366,94028,,940280211,H,Palais  -  Ch. Peguy,91376.96310816,38127.58731458,75537.78677722,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280211,940280211,94,00851,94028,Créteil,Palais_Ch. Peguy,H,00,1,11.7734745065,579.046999285831,,801.956002945596,174.901794761096,21.8094002811475,144.199040367503,138.543948200232,105.470034082956,55.5272634666409,443.740286117331,55.33224821405,1853.24408787582,117706.910949665
2422,940003383,94028,,940280212,H,Pompadour  -  Grand Marais,1257219.5943343,123642.16070758,1096661.37825443,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280212,940280212,94,00851,94028,Créteil,Pompadour_Grand Marais,H,00,3,154.452532944,77.1926727467255,,75.1926756196557,65.8854726206098,87.6221946853917,0,0,0,9.30720299904589,9.30720299904589,12.3778053146083,7371.53759322686,1544153.97468921
2423,940005026,94028,,940280215,H,Le Lac étendu,1230495.48535945,184648.34801146,969468.19745355,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280215,940280215,94,00851,94028,Créteil,Le Lac étendu,H,4A,2,183.843101437,1198.24282496282,,1640.8244017374,491.871332643008,29.9770854286531,273.591518657996,229.710609307981,129.45681437227,64.8691601775825,697.62810251583,42.5169263558696,8516.87653068865,1837968.28311556
2424,940003453,94028,,940280301,H,Le Halage,270412.59961756,256418.14213066,258918.4022716,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280301,940280301,94,00851,94028,Créteil,Le Halage,H,00,1,34.9599073819,1252.74071494972,,1428.18632258489,431.528195183287,30.2151188790451,240.292441517312,199.070637648825,64.5842755206485,8.39582904998259,512.343183736768,35.8736934834576,2482.92556210622,349530.656417926
2425,940001369,94028,,940280302,H,Les Bleuets,79544.06460346,79414.73113445,79544.06460346,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280302,940280302,94,00851,94028,Créteil,Les Bleuets,H,00,1,9.43134186045,695.222406476266,,952.90257763112,276.054795930175,28.9698865771186,198.160806106887,173.572080816482,37.2095668062827,34.3960116612705,443.338465390922,46.5250567894407,1408.45107812079,94294.8345665985
2426,940003457,94028,,940280303,H,Viet,190262.89573714,108988.40531228,151944.38694858,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280303,940280303,94,00851,94028,Créteil,Viet,H,00,1,26.5695057276,561.553036301923,,840.225934458687,333.645924479146,39.7090723811206,124.74740733427,128.833877966265,38.8357146422783,7.10124588227705,299.51824582509,35.647345974634,3331.38840882496,265642.084152663
2427,940003456,94028,,940280304,H,Cimetiere,114198.23398758,54081.7240154,65506.46856982,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280304,940280304,94,00851,94028,Créteil,Cimetiere,H,00,2,13.1753161123,486.906773254121,,753.225834364961,263.263547409975,34.951476091089,131.202710730411,76.4003574059846,80.4601029916588,27.1574638648857,315.22063499294,41.8494189406953,1745.17525374625,131726.672626548
2428,940001372,94028,,940280305,H,Plaisance  -  Les Tilleuls,382220.76880146,304108.14124803,365384.0450039,Plaine Centrale - Haut 94 - Plateau Briard,T11,940280305,940280305,94,00851,94028,Créteil,Plaisance_Les Tilleuls,H,00,1,47.2082187673,1237.23000474344,,1608.73959763794,642.125421193173,39.9148141896914,299.762590446573,138.234891956855,79.978096440426,18.0763672133341,536.051946057188,33.321237746883,2821.27243345099,471984.779892811
